% This data set is also obtained from the task of controlling a F16
% aircraft, although the target variable and attributes are different
% from the ailerons domain. In this case the goal variable is related to
% an action taken on the elevators of the aircraft.
%
% Characteristics: 8752 cases, 19 continuous attributes 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: Experiments of Rui Camacho (rcamacho@garfield.fe.up.pt). 

@relation elevators
@attribute  climbRate real
@attribute  Sgz real
@attribute  p real
@attribute  q real
@attribute  curRoll real
@attribute  absRoll real
@attribute  diffClb real
@attribute  diffRollRate real
@attribute  diffDiffClb real
@attribute  SaTime1 real
@attribute  SaTime2 real
@attribute  SaTime3 real
@attribute  SaTime4 real
@attribute  diffSaTime1 real
@attribute  diffSaTime2 real
@attribute  diffSaTime3 real
@attribute  diffSaTime4 real
@attribute  Sa real
@attribute  Goal real

@data
-261, -15, 0.16, 0.07, -0.5, -7, -7, -0.002, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.017
-122, -29, 0.13, -0.05, 0.1, -7, 6, -0.002, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.015
298, -25, 0.13, -0.11, 0.5, -6, 13, -0.001, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
261, -12, 0.05, 0.09, 0.8, -6, -7, -0.005, -0.6, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.020
-247, -10, -0.28, 0.15, 0.3, -7, -15, -0.008, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.017
-320, -29, -0.23, 0.01, -0.7, -8, 1, 0.004, -0.2, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.014
360, -31, 0.13, -0.17, -0.9, -8, 20, 0.009, 0.0, -0.0004, -0.0003, -0.0003, -0.0003, -0.0001, 0.0000, 0.0000, 0.0000, -0.0003, 0.017
505, -15, 0.21, 0.00, -0.6, -7, 2, 0.002, 0.5, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.021
-9, 4, 0.06, 0.20, 0.1, -7, -22, -0.007, 0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.019
-475, -26, -0.07, 0.07, -0.1, -7, -7, -0.002, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.017
-342, -49, -0.07, -0.05, -0.3, -7, 7, 0.000, -0.2, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.015
174, -55, -0.03, -0.15, -0.5, -7, 18, 0.001, -0.2, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
112, -39, -0.03, 0.08, -0.5, -7, -7, -0.001, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
324, -26, 0.09, -0.05, -0.4, -7, 7, 0.002, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
-158, -9, -0.04, 0.08, 0.1, -7, -8, -0.003, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
-315, -19, -0.03, 0.07, -0.1, -7, -7, 0.001, 0.0, -0.0005, -0.0005, -0.0005, -0.0004, 0.0000, 0.0000, -0.0001, 0.0000, -0.0004, 0.017
281, -26, -0.03, -0.04, -0.4, -7, 6, 0.000, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
301, -17, -0.06, 0.02, -0.5, -7, -2, -0.003, 0.4, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.020
-147, -10, -0.08, 0.14, -0.8, -8, -14, 0.003, -0.2, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
-415, -30, 0.07, 0.07, -0.8, -8, -7, 0.003, 0.0, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.015
165, -45, 0.21, -0.16, -0.2, -7, 18, 0.002, 0.0, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
154, -35, 0.20, 0.07, 0.5, -7, -8, -0.003, -0.2, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.017
109, -33, 0.18, -0.04, 0.6, -6, -3, -0.003, 1.8, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
-9, -27, -0.31, 0.04, 0.3, -7, -3, -0.007, 0.0, -0.0005, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.019
-91, -28, -0.33, 0.07, -0.3, -7, -8, 0.001, 0.5, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
-48, -31, -0.29, -0.08, -0.8, -8, 16, 0.003, -0.5, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.015
610, -8, 0.12, -0.10, -1.3, -8, 13, 0.008, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.020
519, 17, 0.20, 0.14, -0.9, -8, -12, 0.002, 0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.022
-336, 24, 0.14, 0.27, -0.3, -7, -28, -0.004, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.019
-548, 18, 0.12, -0.01, -0.2, -7, -23, -0.003, 3.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
-595, 0, 0.09, 0.02, 0.1, -7, -2, -0.003, 0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.015
-13, -31, 0.10, -0.11, 0.6, -6, 12, -0.001, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.016
465, -12, -0.23, -0.08, 0.4, -7, 10, -0.007, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.020
-274, 8, -0.25, 0.15, -1.7, -9, -14, 0.005, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.017
-357, 1, -0.17, 0.00, -1.9, -9, 5, 0.008, 1.0, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.016
-53, -15, 0.29, -0.05, -1.6, -8, 7, 0.007, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, -0.0001, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
-46, -17, 0.23, 0.05, -0.9, -8, -3, -0.006, -0.3, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.017
81, -16, -0.15, -0.02, -0.7, -8, 3, -0.007, 0.0, -0.0005, -0.0005, -0.0005, -0.0006, 0.0001, 0.0000, 0.0000, 0.0000, -0.0006, 0.016
264, -7, -0.02, -0.04, -1.0, -8, 6, 0.005, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
-65, 8, 0.16, 0.08, -0.4, -7, -8, 0.001, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
-359, -4, -0.05, 0.10, -0.2, -7, -10, -0.008, 0.0, -0.0005, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.017
-419, -23, -0.03, 0.02, -0.3, -7, 0, 0.002, 0.0, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.015
483, -23, 0.12, -0.10, 0.4, -7, 11, 0.000, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
508, -11, 0.11, 0.07, 0.6, -6, -13, -0.003, 0.2, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.021
-534, -7, -0.23, 0.20, -0.1, -7, -21, 0.001, 0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
-719, -22, -0.17, 0.07, -0.4, -7, -3, 0.005, 0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.017
-749, -30, -0.14, 0.01, -0.5, -7, -7, 0.005, 0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.015
-375, -64, 0.11, -0.12, -0.6, -7, 14, 0.009, -0.2, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.013
-211, -69, 0.20, -0.30, -0.4, -7, 24, 0.009, 2.9, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.015
201, -68, 0.12, -0.12, 0.1, -7, 15, -0.009, -0.3, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.017
331, -57, -0.09, 0.00, 0.1, -7, 3, -0.010, -0.4, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.018
36, -12, 0.11, 0.08, -0.8, -8, -7, 0.005, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
-396, -27, -0.02, 0.10, -0.4, -7, -9, -0.004, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
-350, -39, -0.08, -0.04, -0.5, -7, 10, -0.005, -1.5, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.014
-98, -46, -0.13, -0.15, -0.7, -8, 23, -0.003, -1.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.015
-15, -46, -0.13, -0.17, -0.7, -8, 20, -0.003, -0.4, -0.0004, -0.0005, -0.0005, -0.0005, 0.0001, 0.0000, 0.0000, 0.0000, -0.0005, 0.014
750, -22, 0.25, -0.16, -0.5, -7, 19, 0.009, -0.1, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.023
222, 13, 0.24, 0.35, 0.4, -7, -37, -0.004, -0.8, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.022
-61, 14, 0.21, 0.21, 0.6, -6, -32, -0.004, 2.2, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.021
-222, 12, 0.18, 0.23, 0.7, -6, -27, -0.012, -0.2, -0.0007, -0.0006, -0.0006, -0.0006, -0.0002, 0.0000, -0.0002, 0.0000, -0.0006, 0.018
-411, 8, 0.04, -0.01, 0.8, -6, -21, -0.020, 2.7, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.015
84, -11, -0.17, -0.11, -0.3, -7, 14, 0.011, -0.2, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.017
195, -5, 0.04, 0.01, -0.4, -7, 2, 0.008, -0.2, -0.0004, -0.0003, -0.0003, -0.0003, -0.0002, 0.0000, 0.0000, 0.0000, -0.0003, 0.016
328, 9, 0.12, -0.04, -0.2, -7, 5, 0.001, -0.2, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
-197, 23, -0.16, 0.10, -0.2, -7, -10, -0.004, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.017
-226, 15, -0.17, -0.01, -0.5, -7, 6, 0.001, -0.8, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
-125, 11, -0.17, -0.07, -0.7, -8, 11, -0.001, -0.4, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.015
28, 10, -0.10, -0.09, -0.9, -8, 13, 0.007, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.017
45, 17, 0.14, 0.03, -0.7, -8, -2, 0.003, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
-73, 17, 0.17, 0.09, -0.4, -7, -8, 0.001, 0.0, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
-302, 9, 0.08, 0.10, 0.0, -7, -10, -0.006, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
178, -5, -0.12, -0.08, -0.2, -7, 9, -0.003, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.019
-83, 4, -0.12, 0.10, -0.8, -8, -9, 0.001, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
110, -1, 0.21, -0.04, -0.5, -7, 6, 0.004, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
-139, 2, 0.20, 0.09, 0.6, -6, -9, -0.003, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
-155, 2, 0.20, 0.09, 0.6, -6, -9, -0.003, 0.0, -0.0005, -0.0004, -0.0004, -0.0004, -0.0002, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
-306, -14, -0.05, 0.04, 0.9, -6, -4, -0.008, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
28, -33, -0.18, -0.08, 0.3, -7, 9, -0.004, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.017
31, -28, -0.10, 0.03, -0.5, -7, -2, 0.003, 0.0, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.016
82, -27, -0.04, -0.02, -0.6, -8, 4, 0.004, -0.5, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.017
116, -22, 0.18, 0.02, -0.5, -7, 0, 0.008, 0.0, -0.0004, -0.0003, -0.0003, -0.0003, -0.0001, 0.0000, -0.0001, 0.0000, -0.0003, 0.018
-203, -24, -0.29, 0.06, 0.1, -7, -6, -0.009, 0.0, -0.0006, -0.0006, -0.0006, -0.0006, 0.0001, 0.0000, 0.0000, 0.0000, -0.0006, 0.015
15, -31, -0.21, -0.08, -0.8, -8, 11, 0.005, -0.2, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.016
277, -19, 0.09, -0.04, -1.0, -8, 5, 0.007, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.017
303, -9, 0.23, 0.02, -0.7, -8, 0, 0.006, 0.0, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.018
292, -5, 0.27, 0.14, -0.5, -7, -6, 0.003, -2.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
-31, 3, 0.04, 0.12, 0.2, -7, -13, -0.012, -0.1, -0.0005, -0.0005, -0.0005, -0.0006, 0.0000, 0.0000, 0.0001, 0.0000, -0.0006, 0.018
-180, -2, 0.09, 0.08, 0.3, -7, -9, 0.004, -0.2, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.015
-54, -8, 0.18, -0.11, 0.6, -6, 10, 0.003, 0.3, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.017
86, -6, 0.00, -0.02, 1.0, -6, 2, -0.008, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
-43, -3, -0.19, 0.04, 0.4, -7, -4, -0.003, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
8, -4, -0.20, -0.07, 0.1, -7, 12, 0.000, -0.2, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
-24, -2, -0.18, 0.05, -0.7, -8, -4, 0.001, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
104, -2, 0.07, -0.03, -0.9, -8, 5, 0.006, 0.0, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.017
89, 7, 0.25, 0.03, -0.3, -7, -3, 0.003, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, -0.0001, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
-130, 5, -0.05, 0.05, 0.5, -7, -5, -0.006, 0.0, -0.0006, -0.0005, -0.0005, -0.0005, -0.0002, 0.0000, 0.0000, 0.0000, -0.0005, 0.017
-164, 1, -0.26, 0.03, 0.3, -7, -2, -0.016, -0.4, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.015
-60, -4, -0.43, -0.07, -0.4, -7, 14, -0.009, -1.0, -0.0005, -0.0006, -0.0006, -0.0006, 0.0001, 0.0000, 0.0000, 0.0000, -0.0006, 0.017
-35, -4, -0.44, -0.08, -0.5, -7, 12, -0.008, -1.0, -0.0005, -0.0005, -0.0005, -0.0006, 0.0001, 0.0000, 0.0001, 0.0000, -0.0006, 0.016
158, 1, -0.17, -0.04, -1.5, -8, 6, 0.011, -0.1, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.017
166, 9, 0.09, 0.04, -1.6, -8, -2, 0.008, 0.0, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
-160, 11, 0.11, 0.11, -1.1, -8, -11, -0.002, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.017
-227, 7, 0.10, -0.06, -1.0, -8, 5, -0.002, 1.8, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
-62, -4, 0.20, -0.03, -0.4, -7, 4, 0.002, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.017
9, -5, 0.00, 0.00, 0.1, -7, 1, -0.007, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
-199, -12, -0.28, 0.06, -0.8, -8, -5, -0.004, 0.0, -0.0005, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.016
-224, -14, -0.28, -0.05, -0.9, -8, -4, 0.006, 0.9, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.015
222, -15, 0.10, -0.08, -1.3, -8, 11, 0.008, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.017
274, -5, 0.24, 0.04, -0.9, -8, -2, 0.005, -0.2, -0.0004, -0.0004, -0.0004, -0.0004, -0.0001, 0.0000, 0.0000, 0.0000, -0.0004, 0.018
144, 10, 0.20, 0.05, 0.1, -7, -5, -0.004, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.019
-142, 11, 0.04, 0.11, 0.5, -7, -12, -0.007, 0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
-206, 10, 0.01, 0.09, 0.5, -6, -11, -0.002, 0.3, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.017
-273, 6, 0.04, -0.02, 0.5, -6, -2, 0.004, 1.5, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.018
-272, 5, 0.05, 0.02, 0.5, -6, 1, 0.004, 0.4, -0.0005, -0.0003, -0.0003, -0.0003, -0.0002, 0.0000, 0.0000, 0.0000, -0.0003, 0.016
-182, -9, -0.32, -0.04, 0.2, -7, 5, -0.015, 0.0, -0.0006, -0.0007, -0.0007, -0.0007, 0.0001, 0.0000, 0.0000, 0.0000, -0.0007, 0.017
-98, -14, -0.34, -0.02, -0.7, -8, 3, 0.003, -0.2, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.014
83, -15, -0.20, -0.12, -1.1, -8, 19, 0.011, -1.1, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.017
211, -12, -0.10, 0.14, -1.3, -8, 1, 0.010, -4.3, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.018
125, -8, 0.02, 0.10, -1.3, -8, -10, 0.007, -0.1, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
-328, -16, 0.12, 0.11, -0.9, -8, -11, 0.001, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
-227, -38, 0.36, -0.05, 0.1, -7, 6, 0.006, 0.0, -0.0004, -0.0003, -0.0003, -0.0003, -0.0002, 0.0000, 0.0000, 0.0000, -0.0003, 0.017
-187, -41, 0.35, 0.03, 0.4, -7, 3, -0.010, -0.9, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.015
-106, -44, 0.27, -0.14, 0.7, -6, 18, -0.007, 0.9, -0.0007, -0.0005, -0.0005, -0.0005, -0.0003, 0.0000, 0.0000, 0.0000, -0.0005, 0.016
237, -38, -0.33, -0.01, 0.0, -7, 6, 0.009, -1.2, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.017
262, -31, -0.14, 0.01, -0.5, -7, 0, 0.011, 0.3, -0.0003, -0.0003, -0.0003, -0.0003, -0.0001, 0.0000, 0.0000, 0.0000, -0.0003, 0.018
-54, -20, 0.22, 0.11, -0.1, -7, -11, -0.001, -0.5, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.015
123, -22, 0.21, -0.08, 0.7, -6, 9, -0.002, -0.2, -0.0004, -0.0004, -0.0004, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, -0.0004, 0.019
-34, -16, -0.09, 0.14, 1.0, -6, -14, -0.014, -0.4, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.017
-126, -22, -0.33, 0.00, 0.4, -7, 1, -0.007, 0.2, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
-123, -22, -0.34, 0.01, 0.3, -7, 1, -0.006, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0001, 0.0000, 0.0000, 0.0000, -0.0005, 0.017
-161, -29, -0.14, 0.03, -0.6, -7, -2, 0.010, 0.0, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.015
-160, -31, -0.06, -0.15, -0.7, -8, 4, 0.010, 2.3, -0.0003, -0.0003, -0.0003, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, -0.0003, 0.016
16, -33, 0.23, -0.08, -0.5, -7, 9, 0.017, 0.4, -0.0002, -0.0002, -0.0002, -0.0002, 0.0000, 0.0000, 0.0000, 0.0000, -0.0002, 0.017
24, -27, -0.43, 0.03, -0.8, -8, -2, -0.008, 0.0, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.018
23, -27, -0.45, 0.03, -0.9, -8, -2, -0.008, 0.0, -0.0006, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.017
335, -6, -0.24, 0.20, -0.5, -16, -6, 0.003, 0.2, -0.0015, -0.0015, -0.0015, -0.0016, 0.0000, 0.0000, 0.0001, 0.0000, -0.0016, 0.044
-223, 1, 0.22, 0.35, -0.7, -17, -18, 0.013, 0.0, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.039
-393, -6, 0.36, 0.02, -0.3, -16, -6, 0.011, 2.8, -0.0013, -0.0013, -0.0013, -0.0013, 0.0000, 0.0000, 0.0000, 0.0000, -0.0013, 0.038
-366, -18, 0.47, 0.15, 0.5, -15, 1, -0.003, -0.6, -0.0015, -0.0015, -0.0015, -0.0015, 0.0000, 0.0000, 0.0000, 0.0000, -0.0015, 0.037
-330, -30, 0.31, 0.10, 1.3, -15, 2, -0.012, -0.5, -0.0017, -0.0017, -0.0017, -0.0017, 0.0000, 0.0000, 0.0000, 0.0000, -0.0017, 0.034
-280, -36, 0.21, -0.14, 1.6, -14, 12, -0.007, 1.9, -0.0016, -0.0016, -0.0016, -0.0016, 0.0000, 0.0000, 0.0000, 0.0000, -0.0016, 0.035
