Fat.grams	Food.energy.calories	Carbohydrates.grams	Protein.grams	Cholesterol.mg	weight.grams	Saturated.fat.grams	cluster.id	Fat2.grams	Food.energy2.calories	Carbohydrates2.grams	Protein2.grams	Cholesterol2.mg	Saturated.fat2.grams
1	165	41	5	0	210	.2	5	.004761904761904762	.7857142857142857	.19523809523809524	.023809523809523808	0	.0009523809523809524
1	165	41	5	0	210	.2	5	.004761904761904762	.7857142857142857	.19523809523809524	.023809523809523808	0	.0009523809523809524
1	165	41	5	0	210	.2	5	.004761904761904762	.7857142857142857	.19523809523809524	.023809523809523808	0	.0009523809523809524
1	165	41	5	0	210	.2	5	.004761904761904762	.7857142857142857	.19523809523809524	.023809523809523808	0	.0009523809523809524
7	115	9	3	10	244	2.1	5	.028688524590163935	.4713114754098361	.036885245901639344	.012295081967213115	.040983606557377046	.00860655737704918
11	190	15	7	27	248	4.6	5	.04435483870967742	.7661290322580645	.06048387096774194	.028225806451612902	.10887096774193548	.018548387096774192
9	130	9	2	2	244	2.4	5	.036885245901639344	.5327868852459017	.036885245901639344	.00819672131147541	.00819672131147541	.009836065573770491
14	205	15	6	20	248	5.1	5	.056451612903225805	.8266129032258065	.06048387096774194	.024193548387096774	.08064516129032258	.020564516129032255
0	145	38	0	0	253	0	5	0	.5731225296442688	.15019762845849802	0	0	0
0	420	108	1	0	277	0	5	0	1.516245487364621	.3898916967509025	.0036101083032490976	0	0
0	140	29	4	0	244	.1	5	0	.5737704918032787	.11885245901639344	.01639344262295082	0	.0004098360655737705
0	140	29	4	0	244	.1	5	0	.5737704918032787	.11885245901639344	.01639344262295082	0	.0004098360655737705
0	140	29	4	0	244	.1	5	0	.5737704918032787	.11885245901639344	.01639344262295082	0	.0004098360655737705
0	140	29	4	0	244	.1	5	0	.5737704918032787	.11885245901639344	.01639344262295082	0	.0004098360655737705
1	490	131	4	0	178	.3	5	.0056179775280898875	2.752808988764045	.7359550561797753	.02247191011235955	0	.0016853932584269663
1	200	29	19	9	255	.3	5	.00392156862745098	.7843137254901961	.11372549019607843	.07450980392156863	.03529411764705882	.001176470588235294
2	475	122	6	0	187	.4	5	.0106951871657754	2.5401069518716577	.6524064171122995	.03208556149732621	0	.0021390374331550803
0	185	48	1	0	255	0	5	0	.7254901960784313	.18823529411764706	.00392156862745098	0	0
0	115	29	1	0	248	0	5	0	.4637096774193548	.11693548387096774	.004032258064516129	0	0
0	125	32	0	0	366	0	5	0	.34153005464480873	.08743169398907104	0	0	0
0	155	38	1	0	253	.1	5	0	.6126482213438735	.15019762845849802	.003952569169960474	0	.0003952569169960474
0	180	46	0	0	372	0	5	0	.4838709677419355	.12365591397849462	0	0	0
1	300	72	4	0	207	.1	5	.004830917874396135	1.4492753623188406	.34782608695652173	.01932367149758454	0	.00048309178743961357
0	100	24	1	0	247	0	5	0	.4048582995951417	.09716599190283401	.004048582995951417	0	0
0	115	28	1	0	250	0	5	0	.46	.112	.004	0	0
0	95	22	1	0	247	0	5	0	.38461538461538464	.08906882591093117	.004048582995951417	0	0
0	95	23	1	0	247	0	5	0	.38461538461538464	.0931174089068826	.004048582995951417	0	0
0	150	39	1	0	254	0	5	0	.5905511811023622	.15354330708661418	.003937007874015748	0	0
1	385	96	1	0	216	.2	5	.004629629629629629	1.7824074074074074	.4444444444444444	.004629629629629629	0	.000925925925925926
0	125	32	0	0	250	.1	5	0	.5	.128	0	0	.0004
1	210	38	14	0	180	.1	5	.005555555555555556	1.1666666666666667	.2111111111111111	.07777777777777778	0	.0005555555555555556
5	225	38	8	13	175	2.9	5	.02857142857142857	1.2857142857142858	.21714285714285714	.045714285714285714	.07428571428571429	.01657142857142857
0	155	39	0	0	372	0	5	0	.4166666666666667	.10483870967741936	0	0	0
1	50	16	1	0	244	.1	5	.004098360655737705	.20491803278688525	.06557377049180328	.004098360655737705	0	.0004098360655737705
0	60	21	1	0	244	0	5	0	.2459016393442623	.0860655737704918	.004098360655737705	0	0
1	55	16	1	0	244	.1	5	.004098360655737705	.22540983606557377	.06557377049180328	.004098360655737705	0	.0004098360655737705
0	425	112	0	0	219	0	5	0	1.9406392694063928	.5114155251141552	0	0	0
1	215	38	16	0	200	.1	5	.005	1.075	.19	.08	0	.0005
1	70	11	5	0	539	.1	5	.0018552875695732839	.12987012987012986	.02040816326530612	.00927643784786642	0	.0001855287569573284
1	260	49	16	0	190	.2	5	.005263157894736842	1.368421052631579	.2578947368421053	.08421052631578947	0	.0010526315789473684
1	190	35	12	0	180	.1	5	.005555555555555556	1.0555555555555556	.19444444444444445	.06666666666666667	0	.0005555555555555556
1	170	32	10	0	170	.1	5	.0058823529411764705	1	.18823529411764706	.058823529411764705	0	.0005882352941176471
0	65	22	1	0	246	0	5	0	.26422764227642276	.08943089430894309	.0040650406504065045	0	0
1	50	16	1	0	246	.1	5	.0040650406504065045	.2032520325203252	.06504065040650407	.0040650406504065045	0	.0004065040650406504
0	410	108	0	0	218	0	5	0	1.8807339449541285	.4954128440366973	0	0	0
10	230	26	9	24	240	4.7	5	.041666666666666664	.9583333333333334	.10833333333333334	.0375	.1	.019583333333333335
0	120	26	4	0	240	0	5	0	.5	.10833333333333334	.016666666666666666	0	0
0	120	26	4	0	240	0	5	0	.5	.10833333333333334	.016666666666666666	0	0
9	235	29	9	34	265	5.5	5	.033962264150943396	.8867924528301887	.10943396226415095	.033962264150943396	.12830188679245283	.020754716981132074
10	235	27	11	37	265	6	5	.03773584905660377	.8867924528301887	.1018867924528302	.04150943396226415	.13962264150943396	.022641509433962263
1	135	35	1	0	207	.1	5	.004830917874396135	.6521739130434783	.16908212560386474	.004830917874396135	0	.00048309178743961357
2	105	12	9	10	245	1.5	5	.00816326530612245	.42857142857142855	.04897959183673469	.036734693877551024	.04081632653061224	.006122448979591836
3	100	12	8	10	244	1.6	5	.012295081967213115	.4098360655737705	.04918032786885246	.03278688524590164	.040983606557377046	.006557377049180328
5	125	12	9	18	245	2.9	5	.02040816326530612	.5102040816326531	.04897959183673469	.036734693877551024	.07346938775510205	.01183673469387755
5	120	12	8	18	244	2.9	5	.020491803278688523	.4918032786885246	.04918032786885246	.03278688524590164	.07377049180327869	.011885245901639344
1	90	12	9	5	245	.4	5	.004081632653061225	.3673469387755102	.04897959183673469	.036734693877551024	.02040816326530612	.0016326530612244899
0	85	12	8	4	245	.3	5	0	.3469387755102041	.04897959183673469	.0326530612244898	.0163265306122449	.0012244897959183673
8	150	11	8	33	244	5.1	5	.03278688524590164	.6147540983606558	.045081967213114756	.03278688524590164	.13524590163934427	.020901639344262292
3	80	11	4	2	241	.6	5	.012448132780082987	.33195020746887965	.04564315352697095	.016597510373443983	.008298755186721992	.0024896265560165973
6	120	13	3	0	238	1	5	.025210084033613446	.5042016806722689	.0546218487394958	.012605042016806723	0	.004201680672268907
2	200	37	7	50	160	.5	5	.0125	1.25	.23125	.04375	.3125	.003125
2	160	31	5	0	164	.3	5	.012195121951219513	.975609756097561	.18902439024390244	.03048780487804878	0	.0018292682926829267
2	145	25	6	0	234	.4	5	.008547008547008548	.6196581196581197	.10683760683760683	.02564102564102564	0	.0017094017094017094
2	145	25	6	0	234	.4	5	.008547008547008548	.6196581196581197	.10683760683760683	.02564102564102564	0	.0017094017094017094
0	105	25	1	0	249	0	5	0	.42168674698795183	.10040160642570281	.004016064257028112	0	0
1	110	25	2	0	249	.1	5	.004016064257028112	.44176706827309237	.10040160642570281	.008032128514056224	0	.00040160642570281126
0	110	26	2	0	248	.1	5	0	.4435483870967742	.10483870967741936	.008064516129032258	0	.0004032258064516129
0	340	81	5	0	213	.1	5	0	1.596244131455399	.38028169014084506	.023474178403755867	0	.0004694835680751174
0	110	27	2	0	249	0	5	0	.44176706827309237	.10843373493975904	.008032128514056224	0	0
0	180	46	0	0	372	0	5	0	.4838709677419355	.12365591397849462	0	0	0
0	105	25	1	0	247	0	5	0	.4251012145748988	.10121457489878542	.004048582995951417	0	0
1	225	40	15	0	190	.1	5	.005263157894736842	1.1842105263157894	.21052631578947367	.07894736842105263	0	.0005263157894736842
0	190	51	1	0	256	0	5	0	.7421875	.19921875	.00390625	0	0
0	110	29	2	0	248	0	5	0	.4435483870967742	.11693548387096774	.008064516129032258	0	0
1	380	98	6	0	160	.1	5	.00625	2.375	.6125	.0375	0	.000625
1	200	51	3	0	258	.1	5	.003875968992248062	.7751937984496124	.19767441860465115	.011627906976744186	0	.0003875968992248062
0	235	60	2	0	250	0	5	0	.94	.24	.008	0	0
0	265	68	2	0	284	0	5	0	.9330985915492958	.23943661971830985	.007042253521126761	0	0
0	190	49	1	0	255	0	5	0	.7450980392156863	.19215686274509805	.00392156862745098	0	0
0	125	32	1	0	248	0	5	0	.5040322580645161	.12903225806451613	.004032258064516129	0	0
1	120	30	1	0	200	0	5	.005	.6	.15	.005	0	0
1	115	21	8	0	170	.1	5	.0058823529411764705	.6764705882352942	.12352941176470589	.047058823529411764	0	.0005882352941176471
1	115	21	8	0	170	.1	5	.0058823529411764705	.6764705882352942	.12352941176470589	.047058823529411764	0	.0005882352941176471
1	230	42	16	0	200	.1	5	.005	1.15	.21	.08	0	.0005
3	165	27	9	0	250	1.4	5	.012	.66	.108	.036	0	.0056
0	160	41	0	0	369	0	5	0	.43360433604336046	.1111111111111111	0	0	0
0	140	34	1	0	250	0	5	0	.56	.136	.004	0	0
0	200	52	1	0	255	0	5	0	.7843137254901961	.20392156862745098	.00392156862745098	0	0
0	150	39	1	0	250	0	5	0	.6	.156	.004	0	0
1	265	49	15	0	180	.1	5	.005555555555555556	1.4722222222222223	.2722222222222222	.08333333333333333	0	.0005555555555555556
0	180	48	1	0	154	.1	5	0	1.1688311688311688	.3116883116883117	.006493506493506494	0	.0006493506493506494
1	220	57	2	0	179	.3	5	.00558659217877095	1.229050279329609	.31843575418994413	.0111731843575419	0	.0016759776536312849
0	230	60	1	0	258	0	5	0	.8914728682170543	.23255813953488372	.003875968992248062	0	0
0	145	38	1	0	252	0	5	0	.5753968253968254	.15079365079365079	.003968253968253968	0	0
10	230	31	6	12	245	6.3	5	.04081632653061224	.9387755102040817	.12653061224489795	.024489795918367346	.04897959183673469	.025714285714285714
0	220	51	5	0	202	.1	5	0	1.0891089108910892	.2524752475247525	.024752475247524754	0	.0004950495049504951
9	225	35	4	4	210	2.2	5	.04285714285714286	1.0714285714285714	.16666666666666666	.01904761904761905	.01904761904761905	.010476190476190477
1	160	37	4	4	210	.7	5	.004761904761904762	.7619047619047619	.1761904761904762	.01904761904761905	.01904761904761905	.003333333333333333
11	230	31	5	27	245	6.5	5	.044897959183673466	.9387755102040817	.12653061224489795	.02040816326530612	.11020408163265306	.026530612244897958
9	210	26	7	29	245	5.5	5	.036734693877551024	.8571428571428571	.10612244897959183	.02857142857142857	.11836734693877551	.022448979591836733
0	180	45	2	0	256	0	5	0	.703125	.17578125	.0078125	0	0
0	225	60	2	0	212	0	5	0	1.0613207547169812	.2830188679245283	.009433962264150943	0	0
1	85	20	3	0	245	.4	5	.004081632653061225	.3469387755102041	.08163265306122448	.012244897959183673	0	.0016326530612244899
0	50	12	2	0	245	.1	5	0	.20408163265306123	.04897959183673469	.00816326530612245	0	.00040816326530612246
1	435	115	5	0	145	.2	5	.006896551724137931	3	.7931034482758621	.034482758620689655	0	.0013793103448275863
0	255	65	2	0	250	0	5	0	1.02	.26	.008	0	0
0	295	74	2	0	284	0	5	0	1.0387323943661972	.2605633802816901	.007042253521126761	0	0
1	230	42	15	0	255	.1	5	.00392156862745098	.9019607843137255	.16470588235294117	.058823529411764705	0	.0003921568627450981
3	295	51	18	0	290	.4	5	.010344827586206896	1.0172413793103448	.17586206896551723	.06206896551724138	0	.0013793103448275863
0	280	75	1	0	240	0	5	0	1.1666666666666667	.3125	.004166666666666667	0	0
1	230	50	5	0	195	.3	5	.005128205128205128	1.1794871794871795	.2564102564102564	.02564102564102564	0	.0015384615384615385
0	225	50	4	0	205	.1	5	0	1.0975609756097562	.24390243902439024	.01951219512195122	0	.00048780487804878054
0	180	40	4	0	165	.1	5	0	1.0909090909090908	.24242424242424243	.024242424242424242	0	.0006060606060606061
0	185	41	4	0	175	0	5	0	1.0571428571428572	.2342857142857143	.022857142857142857	0	0
1	685	150	14	0	185	.1	5	.005405405405405406	3.7027027027027026	.8108108108108109	.07567567567567568	0	.0005405405405405405
1	670	149	12	0	185	.2	5	.005405405405405406	3.6216216216216215	.8054054054054054	.06486486486486487	0	.001081081081081081
0	165	42	0	0	370	0	5	0	.44594594594594594	.11351351351351352	0	0	0
0	45	10	2	0	236	.1	5	0	.1906779661016949	.0423728813559322	.00847457627118644	0	.0004237288135593221
8	335	60	9	30	283	4.8	5	.028268551236749116	1.1837455830388692	.21201413427561838	.03180212014134275	.10600706713780919	.01696113074204947
9	315	50	11	33	283	5.3	5	.03180212014134275	1.1130742049469964	.17667844522968199	.038869257950530034	.1166077738515901	.01872791519434629
4	270	59	2	14	193	2.4	5	.02072538860103627	1.3989637305699483	.30569948186528495	.010362694300518135	.07253886010362694	.012435233160621761
2	190	39	6	3	250	.4	5	.008	.76	.156	.024	.012	.0016
9	260	37	9	8	250	3	5	.036	1.04	.148	.036	.032	.012
10	260	29	12	23	250	2.4	5	.04	1.04	.116	.048	.092	.0096
1	50	7	6	0	214	.2	5	.004672897196261682	.2336448598130841	.03271028037383177	.028037383177570093	0	.0009345794392523365
1	50	7	6	0	214	.2	5	.004672897196261682	.2336448598130841	.03271028037383177	.028037383177570093	0	.0009345794392523365
0	245	66	1	0	255	0	5	0	.9607843137254902	.25882352941176473	.00392156862745098	0	0
0	275	74	2	0	284	0	5	0	.9683098591549296	.2605633802816901	.007042253521126761	0	0
0	820	212	0	0	220	0	5	0	3.727272727272727	.9636363636363636	0	0	0
0	770	199	0	0	200	0	5	0	3.85	.995	0	0	0
1	260	59	5	0	255	.1	5	.00392156862745098	1.0196078431372548	.23137254901960785	.0196078431372549	0	.0003921568627450981
0	125	30	1	0	249	0	5	0	.5020080321285141	.12048192771084337	.004016064257028112	0	0
0	155	41	1	0	252	0	5	0	.6150793650793651	.1626984126984127	.003968253968253968	0	0
0	85	22	0	0	262	0	5	0	.3244274809160305	.08396946564885496	0	0	0
0	40	10	2	0	244	0	5	0	.16393442622950818	.040983606557377046	.00819672131147541	0	0
0	40	10	2	0	244	0	5	0	.16393442622950818	.040983606557377046	.00819672131147541	0	0
2	220	49	10	0	262	.3	5	.007633587786259542	.8396946564885496	.18702290076335878	.03816793893129771	0	.0011450381679389313
2	220	49	10	0	262	.3	5	.007633587786259542	.8396946564885496	.18702290076335878	.03816793893129771	0	.0011450381679389313
0	105	25	4	0	250	0	5	0	.42	.1	.016	0	0
0	105	25	4	0	250	0	5	0	.42	.1	.016	0	0
0	75	18	3	0	245	.1	5	0	.30612244897959184	.07346938775510205	.012244897959183673	0	.00040816326530612246
6	160	22	6	17	248	2.9	5	.024193548387096774	.6451612903225806	.08870967741935484	.024193548387096774	.06854838709677419	.011693548387096775
2	85	17	2	0	244	.4	5	.00819672131147541	.3483606557377049	.06967213114754098	.00819672131147541	0	.001639344262295082
1	50	10	2	0	240	.1	5	.004166666666666667	.20833333333333334	.041666666666666664	.008333333333333333	0	.0004166666666666667
1	50	10	2	0	240	.1	5	.004166666666666667	.20833333333333334	.041666666666666664	.008333333333333333	0	.0004166666666666667
2	80	10	6	5	244	.9	5	.00819672131147541	.32786885245901637	.040983606557377046	.02459016393442623	.020491803278688523	.0036885245901639345
0	45	11	2	0	242	0	5	0	.1859504132231405	.045454545454545456	.008264462809917356	0	0
0	105	24	5	0	182	.1	5	0	.5769230769230769	.13186813186813187	.027472527472527472	0	.0005494505494505495
2	70	12	2	0	241	.3	5	.008298755186721992	.29045643153526973	.04979253112033195	.008298755186721992	0	.0012448132780082987
2	155	35	3	0	482	.3	5	.004149377593360996	.3215767634854772	.07261410788381743	.006224066390041493	0	.0006224066390041493
13	240	21	10	34	264	6.4	5	.04924242424242424	.9090909090909091	.07954545454545454	.03787878787878788	.12878787878787878	.024242424242424242
4	145	16	12	14	227	2.3	5	.01762114537444934	.6387665198237885	.07048458149779736	.05286343612334802	.06167400881057269	.010132158590308369
2	230	43	10	10	227	1.6	5	.00881057268722467	1.013215859030837	.1894273127753304	.04405286343612335	.04405286343612335	.007048458149779736
0	125	17	13	4	227	.3	5	0	.5506607929515418	.07488986784140969	.05726872246696035	.01762114537444934	.0013215859030837004
7	140	11	8	29	227	4.8	5	.030837004405286344	.6167400881057269	.048458149779735685	.03524229074889868	.1277533039647577	.021145374449339206
0	65	16	0	0	110	.1	6	0	.5909090909090909	.14545454545454545	0	0	.0009090909090909091
0	80	21	0	0	138	.1	6	0	.5797101449275363	.15217391304347827	0	0	.0007246376811594203
0	40	10	1	0	84	0	6	0	.47619047619047616	.11904761904761904	.011904761904761904	0	0
0	50	12	1	0	106	0	6	0	.4716981132075472	.11320754716981132	.009433962264150943	0	0
0	70	18	0	0	85	0	6	0	.8235294117647058	.21176470588235294	0	0	0
0	55	12	3	0	120	0	6	0	.4583333333333333	.1	.025	0	0
1	50	9	5	0	180	.2	6	.005555555555555556	.2777777777777778	.05	.027777777777777776	0	.0011111111111111111
1	45	8	5	0	180	.1	6	.005555555555555556	.25	.044444444444444446	.027777777777777776	0	.0005555555555555556
1	25	4	2	0	131	.1	6	.007633587786259542	.19083969465648856	.030534351145038167	.015267175572519083	0	.0007633587786259542
1	105	27	1	0	114	.2	6	.008771929824561403	.9210526315789473	.23684210526315788	.008771929824561403	0	.0017543859649122807
1	140	35	2	0	150	.3	6	.006666666666666667	.9333333333333333	.23333333333333334	.013333333333333334	0	.002
0	25	5	3	0	124	0	6	0	.20161290322580644	.04032258064516129	.024193548387096774	0	0
0	30	6	3	0	104	0	6	0	.28846153846153844	.057692307692307696	.028846153846153848	0	0
1	15	0	3	0	240	.3	6	.004166666666666667	.0625	0	.0125	0	.00125
0	40	8	4	0	144	0	6	0	.2777777777777778	.05555555555555555	.027777777777777776	0	0
0	55	12	2	0	170	0	6	0	.3235294117647059	.07058823529411765	.011764705882352941	0	0
0	55	12	2	0	170	0	6	0	.3235294117647059	.07058823529411765	.011764705882352941	0	0
0	55	11	2	0	170	0	6	0	.3235294117647059	.06470588235294118	.011764705882352941	0	0
0	30	7	1	0	100	0	6	0	.3	.07	.01	0	0
1	75	18	1	0	144	.2	6	.006944444444444444	.5208333333333334	.125	.006944444444444444	0	.001388888888888889
1	80	20	1	0	145	0	6	.006896551724137931	.5517241379310345	.13793103448275862	.006896551724137931	0	0
0	50	10	6	0	185	0	6	0	.2702702702702703	.05405405405405406	.032432432432432434	0	0
1	40	8	4	0	151	.1	6	.006622516556291391	.26490066225165565	.052980132450331126	.026490066225165563	0	.0006622516556291391
0	45	9	5	0	155	.1	6	0	.2903225806451613	.05806451612903226	.03225806451612903	0	.0006451612903225806
1	50	10	5	0	180	.1	6	.005555555555555556	.2777777777777778	.05555555555555555	.027777777777777776	0	.0005555555555555556
1	65	13	6	0	155	.1	6	.0064516129032258064	.41935483870967744	.08387096774193549	.03870967741935484	0	.0006451612903225806
1	60	13	4	0	155	.2	6	.0064516129032258064	.3870967741935484	.08387096774193549	.025806451612903226	0	.0012903225806451613
0	20	3	3	0	170	0	6	0	.11764705882352941	.01764705882352941	.01764705882352941	0	0
0	30	7	1	0	150	0	6	0	.2	.04666666666666667	.006666666666666667	0	0
0	35	8	1	0	146	.1	6	0	.23972602739726026	.0547945205479452	.00684931506849315	0	.0006849315068493151
0	35	8	1	0	146	.1	6	0	.23972602739726026	.0547945205479452	.00684931506849315	0	.0006849315068493151
0	55	12	2	0	146	0	6	0	.3767123287671233	.0821917808219178	.0136986301369863	0	0
0	70	16	2	0	156	.1	6	0	.44871794871794873	.10256410256410256	.01282051282051282	0	.000641025641025641
0	45	11	1	0	110	0	6	0	.4090909090909091	.1	.00909090909090909	0	0
0	35	7	3	0	180	.1	6	0	.19444444444444445	.03888888888888889	.016666666666666666	0	.0005555555555555556
0	30	6	2	0	125	0	6	0	.24	.048	.016	0	0
0	25	5	2	0	100	0	6	0	.25	.05	.02	0	0
0	20	4	1	0	120	0	6	0	.16666666666666666	.03333333333333333	.008333333333333333	0	0
1	40	6	2	2	188	.2	6	.005319148936170213	.2127659574468085	.031914893617021274	.010638297872340425	.010638297872340425	.0010638297872340426
1	65	2	11	43	85	.3	6	.011764705882352941	.7647058823529411	.023529411764705882	.12941176470588237	.5058823529411764	.003529411764705882
0	0	0	0	0	180	0	6	0	0	0	0	0	0
0	0	1	0	0	182	0	6	0	0	.005494505494505495	0	0	0
1	60	12	5	0	170	.1	6	.0058823529411764705	.35294117647058826	.07058823529411765	.029411764705882353	0	.0005882352941176471
0	25	5	2	0	190	.1	6	0	.13157894736842105	.02631578947368421	.010526315789473684	0	.0005263157894736842
0	80	18	2	0	137	0	6	0	.583941605839416	.13138686131386862	.014598540145985401	0	0
0	100	21	3	0	142	0	6	0	.704225352112676	.14788732394366197	.02112676056338028	0	0
1	35	7	2	0	105	.1	6	.009523809523809525	.3333333333333333	.06666666666666667	.01904761904761905	0	.0009523809523809524
0	25	6	1	0	96	0	6	0	.2604166666666667	.0625	.010416666666666666	0	0
0	85	22	0	0	190	0	6	0	.4473684210526316	.11578947368421053	0	0	0
0	70	17	2	0	120	0	6	0	.5833333333333334	.14166666666666666	.016666666666666666	0	0
0	100	26	0	0	187	0	6	0	.5347593582887701	.13903743315508021	0	0	0
0	40	10	1	0	120	0	6	0	.3333333333333333	.08333333333333333	.008333333333333333	0	0
0	40	10	1	0	120	0	6	0	.3333333333333333	.08333333333333333	.008333333333333333	0	0
4	95	7	8	26	142	1.2	6	.028169014084507043	.6690140845070423	.04929577464788732	.056338028169014086	.18309859154929578	.008450704225352112
0	45	12	1	0	129	0	6	0	.3488372093023256	.09302325581395349	.007751937984496124	0	0
0	115	26	3	0	150	0	6	0	.7666666666666667	.17333333333333334	.02	0	0
1	40	7	4	0	130	.1	6	.007692307692307693	.3076923076923077	.05384615384615385	.03076923076923077	0	.0007692307692307692
1	40	7	2	0	130	.1	6	.007692307692307693	.3076923076923077	.05384615384615385	.015384615384615385	0	.0007692307692307692
0	50	11	3	0	165	0	6	0	.30303030303030304	.06666666666666667	.01818181818181818	0	0
0	80	21	0	0	185	0	6	0	.43243243243243246	.11351351351351352	0	0	0
0	20	4	2	0	163	0	6	0	.12269938650306748	.024539877300613498	.012269938650306749	0	0
0	20	3	1	0	135	0	6	0	.14814814814814814	.022222222222222223	.007407407407407408	0	0
0	75	20	0	0	185	0	6	0	.40540540540540543	.10810810810810811	0	0	0
1	190	39	7	0	130	.1	6	.007692307692307693	1.4615384615384615	.3	.05384615384615385	0	.0007692307692307692
1	155	32	5	0	140	.1	6	.007142857142857143	1.1071428571428572	.22857142857142856	.03571428571428571	0	.0007142857142857143
0	115	24	4	0	105	.1	6	0	1.0952380952380953	.22857142857142856	.0380952380952381	0	.0009523809523809524
0	35	8	3	0	156	.1	6	0	.22435897435897437	.05128205128205128	.019230769230769232	0	.000641025641025641
1	40	8	3	0	156	.1	6	.00641025641025641	.2564102564102564	.05128205128205128	.019230769230769232	0	.000641025641025641
0	20	3	3	0	140	0	6	0	.14285714285714285	.02142857142857143	.02142857142857143	0	0
1	65	16	1	0	136	.1	6	.007352941176470588	.47794117647058826	.11764705882352941	.007352941176470588	0	.0007352941176470588
2	105	18	4	0	177	.3	6	.011299435028248588	.5932203389830508	.1016949152542373	.022598870056497175	0	.001694915254237288
0	25	6	2	0	85	0	6	0	.29411764705882354	.07058823529411765	.023529411764705882	0	0
0	20	4	1	0	184	.1	6	0	.10869565217391304	.021739130434782608	.005434782608695652	0	.0005434782608695652
0	55	12	2	0	160	.1	6	0	.34375	.075	.0125	0	.000625
0	60	13	2	0	210	.1	6	0	.2857142857142857	.06190476190476191	.009523809523809525	0	.0004761904761904762
0	40	8	1	0	115	.1	6	0	.34782608695652173	.06956521739130435	.008695652173913044	0	.0008695652173913044
0	60	15	1	0	131	0	6	0	.4580152671755725	.11450381679389313	.007633587786259542	0	0
0	85	21	2	0	180	0	6	0	.4722222222222222	.11666666666666667	.011111111111111112	0	0
0	65	17	1	0	140	.1	6	0	.4642857142857143	.12142857142857143	.007142857142857143	0	.0007142857142857143
0	125	30	2	0	156	.1	6	0	.8012820512820513	.19230769230769232	.01282051282051282	0	.000641025641025641
0	35	10	1	0	87	0	6	0	.40229885057471265	.11494252873563218	.011494252873563218	0	0
0	75	19	1	0	170	0	6	0	.4411764705882353	.11176470588235295	.0058823529411764705	0	0
1	100	25	1	0	166	0	6	.006024096385542169	.6024096385542169	.15060240963855423	.006024096385542169	0	0
1	85	21	1	0	141	0	6	.0070921985815602835	.6028368794326241	.14893617021276595	.0070921985815602835	0	0
0	65	11	5	0	160	.1	6	0	.40625	.06875	.03125	0	.000625
0	125	23	8	0	160	.1	6	0	.78125	.14375	.05	0	.000625
0	90	23	0	0	187	0	6	0	.48128342245989303	.12299465240641712	0	0	0
1	75	19	1	0	155	0	6	.0064516129032258064	.4838709677419355	.12258064516129032	.0064516129032258064	0	0
0	120	31	0	0	133	0	6	0	.9022556390977443	.23308270676691728	0	0	0
0	55	14	0	0	95	0	6	0	.5789473684210527	.14736842105263157	0	0	0
0	70	18	0	0	95	0	6	0	.7368421052631579	.18947368421052632	0	0	0
0	145	34	3	0	156	0	6	0	.9294871794871795	.21794871794871795	.019230769230769232	0	0
0	120	27	3	0	136	0	6	0	.8823529411764706	.19852941176470587	.022058823529411766	0	0
0	115	27	2	0	135	0	6	0	.8518518518518519	.2	.014814814814814815	0	0
4	150	25	4	15	130	2.4	6	.03076923076923077	1.1538461538461537	.19230769230769232	.03076923076923077	.11538461538461539	.01846153846153846
4	155	27	4	14	130	2.3	6	.03076923076923077	1.1923076923076923	.2076923076923077	.03076923076923077	.1076923076923077	.01769230769230769
4	155	27	4	15	132	2.3	6	.030303030303030304	1.1742424242424243	.20454545454545456	.030303030303030304	.11363636363636363	.017424242424242422
4	145	25	4	15	130	2.3	6	.03076923076923077	1.1153846153846154	.19230769230769232	.03076923076923077	.11538461538461539	.01769230769230769
4	145	25	4	15	130	2.3	6	.03076923076923077	1.1153846153846154	.19230769230769232	.03076923076923077	.11538461538461539	.01769230769230769
4	150	27	4	15	130	2.2	6	.03076923076923077	1.1538461538461537	.2076923076923077	.03076923076923077	.11538461538461539	.016923076923076926
1	60	14	1	0	123	0	6	.008130081300813009	.4878048780487805	.11382113821138211	.008130081300813009	0	0
0	25	6	2	0	135	0	6	0	.18518518518518517	.044444444444444446	.014814814814814815	0	0
0	25	6	2	0	135	0	6	0	.18518518518518517	.044444444444444446	.014814814814814815	0	0
0	25	6	2	0	135	0	6	0	.18518518518518517	.044444444444444446	.014814814814814815	0	0
0	25	6	2	0	135	0	6	0	.18518518518518517	.044444444444444446	.014814814814814815	0	0
0	35	8	2	0	135	0	6	0	.25925925925925924	.05925925925925926	.014814814814814815	0	0
0	35	8	2	0	135	0	6	0	.25925925925925924	.05925925925925926	.014814814814814815	0	0
0	45	10	2	0	125	.1	6	0	.36	.08	.016	0	.0008
0	45	10	2	0	125	.1	6	0	.36	.08	.016	0	.0008
1	190	39	7	0	130	.1	6	.007692307692307693	1.4615384615384615	.3	.05384615384615385	0	.0007692307692307692
1	155	32	5	0	140	.1	6	.007142857142857143	1.1071428571428572	.22857142857142856	.03571428571428571	0	.0007142857142857143
0	55	10	6	0	190	.1	6	0	.2894736842105263	.05263157894736842	.031578947368421054	0	.0005263157894736842
0	40	7	5	0	180	.1	6	0	.2222222222222222	.03888888888888889	.027777777777777776	0	.0005555555555555556
1	35	8	2	0	180	.1	6	.005555555555555556	.19444444444444445	.044444444444444446	.011111111111111112	0	.0005555555555555556
