% This database was designed on the basis of data provided by US Census
% Bureau [http://www.census.gov] (under Lookup Access
% [http://www.census.gov/cdrom/lookup]: Summary Tape File 1). The data
% were collected as part of the 1990 US census. These are mostly counts
% cumulated at different survey levels. For the purpose of this data set
% a level State-Place was used. Data from all states was obtained. Most
% of the counts were changed into appropriate proportions.  There are 4
% different data sets obtained from this database: House(8H) House(8L)
% House(16H) House(16L) These are all concerned with predicting the
% median price of the house in the region based on demographic
% composition and a state of housing market in the region. A number in
% the name signifies the number of attributes of the data set. A
% following letter denotes a very rough approximation to the difficulty
% of the task. For Low task difficulty, more correlated attributes were
% chosen as signified by univariate smooth fit of that input on the
% target. Tasks with High difficulty have had their attributes chosen to
% make the modelling more difficult due to higher variance or lower
% correlation of the inputs to the target.
% 
% Original source: DELVE repository of data. 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Characteristics: 22784 cases, 9 continuous attributes.

@relation house_8L.arff
@attribute P3 numeric
@attribute P6p4 numeric
@attribute P11p3 numeric
@attribute P16p2 numeric
@attribute P19p2 numeric
@attribute H5p2 numeric
@attribute H15p1 numeric
@attribute H40p4 numeric
@attribute price numeric

@data
193.0000000, 0.0000000, 0.4225664, 0.6165803, 0.0000000, 0.1333333, 6.1017964, 0.8750000, 14999.0000000
179.0000000, 0.0000000, 0.5051546, 0.8100559, 0.0000000, 0.1000000, 6.1973684, 0.5000000, 14999.0000000
283.0000000, 0.0014006, 0.5672269, 0.8303887, 0.0035336, 0.7142857, 6.6996198, 0.2000000, 61800.0000000
5800.0000000, 0.0053522, 0.4816956, 0.6572414, 0.0039655, 0.1551925, 4.7167592, 0.3909774, 51400.0000000
1571.0000000, 0.0000000, 0.4894221, 0.7192871, 0.1756843, 0.1171171, 5.6072664, 0.6153846, 29200.0000000
39.0000000, 0.0000000, 0.4639175, 0.7692308, 0.2820513, 0.0000000, 6.2727273, 0.0000000, 26300.0000000
340.0000000, 0.0011947, 0.4767025, 0.6676471, 0.0058824, 0.0769231, 6.5699301, 1.0000000, 21300.0000000
240.0000000, 0.0000000, 0.4652778, 0.6750000, 0.0000000, 0.1666667, 6.1510417, 0.0000000, 26100.0000000
322.0000000, 0.0132325, 0.5491493, 0.8881988, 0.0465839, 0.5000000, 7.1477663, 0.6666667, 53600.0000000
99.0000000, 0.0000000, 0.4819277, 0.6868687, 0.0000000, 0.2258065, 6.4415584, 0.8571429, 15400.0000000
66.0000000, 0.0000000, 0.3629630, 0.6818182, 0.0000000, 0.0000000, 6.0701754, 0.0000000, 19600.0000000
4320.0000000, 0.0349599, 0.5568619, 0.6206019, 0.0763889, 0.1038251, 6.9250646, 0.4210526, 83700.0000000
52904.0000000, 0.0132378, 0.4993960, 0.6042832, 0.0608461, 0.0777959, 5.2975335, 0.4165637, 64600.0000000
690.0000000, 0.0011648, 0.5049505, 0.7550725, 0.0000000, 0.0588235, 5.3802817, 1.0000000, 24600.0000000
40257.0000000, 0.1810024, 0.5599927, 0.6872842, 0.0166431, 0.2133401, 6.2084709, 0.2076372, 228600.0000000
132.0000000, 0.0023697, 0.4028436, 0.8484848, 0.0000000, 0.0714286, 6.6034483, 0.5000000, 38800.0000000
106.0000000, 0.0000000, 0.5172414, 0.8018868, 0.0000000, 0.1176471, 5.6626506, 0.5000000, 14999.0000000
393.0000000, 0.0008993, 0.4532374, 0.6666667, 0.1043257, 0.1617647, 5.5000000, 0.4545455, 14999.0000000
500.0000000, 0.0015625, 0.6203125, 0.8600000, 0.0020000, 0.1864407, 7.2908705, 0.3636364, 143800.0000000
339.0000000, 0.0020964, 0.5031447, 0.7492625, 0.2212389, 0.2500000, 6.7053571, 1.0000000, 74600.0000000
1024.0000000, 0.0039593, 0.4225113, 0.8457031, 0.0000000, 0.1739130, 6.7183099, 0.6250000, 38900.0000000
259.0000000, 0.0000000, 0.4958124, 0.6756757, 0.0000000, 0.2500000, 5.5000000, 0.3333333, 23100.0000000
5024.0000000, 0.0106813, 0.4743739, 0.5993232, 0.0417994, 0.1926752, 5.2365878, 0.3305785, 45000.0000000
986.0000000, 0.0042702, 0.5314441, 0.7028398, 0.0223124, 0.1935484, 6.0792507, 0.7500000, 52800.0000000
22.0000000, 0.0000000, 0.5121951, 0.6818182, 0.0000000, 0.0000000, 4.5714286, 0.0000000, 14999.0000000
2133.0000000, 0.0031943, 0.4388642, 0.6858884, 0.0004688, 0.1413043, 6.0725505, 0.7692308, 42400.0000000
5442.0000000, 0.0658696, 0.5531884, 0.6391033, 0.1065785, 0.2104455, 6.2635438, 0.4306569, 136900.0000000
2519.0000000, 0.0208566, 0.4932336, 0.6677253, 0.0015879, 0.1529412, 6.1041825, 0.2307692, 62200.0000000
587.0000000, 0.0023659, 0.4542587, 0.7819421, 0.0000000, 0.2250000, 5.9940476, 0.2222222, 70400.0000000
35480.0000000, 0.1330861, 0.5589570, 0.6040868, 0.0321590, 0.2154696, 5.7941161, 0.2275641, 274200.0000000
46.0000000, 0.0000000, 0.3658537, 0.6956522, 0.5652174, 0.1666667, 5.4750000, 0.0000000, 20200.0000000
3764.0000000, 0.0170112, 0.5345607, 0.7101488, 0.0284272, 0.1750973, 6.0011755, 0.5888889, 41500.0000000
3808.0000000, 0.0114674, 0.5211082, 0.6520483, 0.1081933, 0.1111111, 6.1264259, 0.2666667, 65400.0000000
416.0000000, 0.0052798, 0.5258712, 0.6177885, 0.0048077, 0.0769231, 6.6459330, 0.0000000, 46900.0000000
68.0000000, 0.0000000, 0.4961832, 0.5000000, 0.0000000, 0.0000000, 5.2200000, 0.0000000, 14999.0000000
612.0000000, 0.0013021, 0.4557292, 0.6895425, 0.0000000, 0.1935484, 6.0572082, 0.1666667, 30300.0000000
90.0000000, 0.0039526, 0.4466403, 0.6888889, 0.0000000, 0.0000000, 5.7872340, 0.0000000, 38100.0000000
172.0000000, 0.0000000, 0.3884615, 0.6627907, 0.0000000, 0.0555556, 5.6666667, 1.0000000, 26200.0000000
1045.0000000, 0.0814815, 0.4780864, 0.8047847, 0.0870813, 0.1652893, 4.8510274, 0.7500000, 25700.0000000
118.0000000, 0.0000000, 0.4965753, 0.7288136, 0.0084746, 0.2500000, 5.6082474, 0.2500000, 25800.0000000
10.0000000, 0.0000000, 0.4090909, 0.4000000, 0.0000000, 0.0000000, 5.4285714, 0.0000000, 14999.0000000
1740.0000000, 0.0012031, 0.4910972, 0.6097701, 0.0977011, 0.1792453, 6.0671806, 0.8157895, 25500.0000000
801.0000000, 0.0004307, 0.5327304, 0.8202247, 0.0037453, 0.1228070, 5.1324405, 0.5714286, 44900.0000000
192.0000000, 0.0000000, 0.4669604, 0.6614583, 0.0000000, 0.2452830, 5.5845070, 0.7692308, 15700.0000000
176.0000000, 0.0000000, 0.4352941, 0.7670455, 0.0000000, 0.2592593, 5.3172414, 0.4285714, 18000.0000000
81.0000000, 0.0000000, 0.5412844, 0.7530864, 0.2716049, 0.2222222, 5.8750000, 0.5000000, 28000.0000000
10.0000000, 0.0000000, 0.6666667, 0.8000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000
1588.0000000, 0.0038360, 0.4512107, 0.6416877, 0.0025189, 0.2852459, 5.2193593, 0.2298851, 58400.0000000
1669.0000000, 0.0072869, 0.4768035, 0.6938286, 0.0017975, 0.1800000, 5.7371429, 0.3888889, 33100.0000000
306.0000000, 0.0014085, 0.4338028, 0.6568627, 0.0000000, 0.2448980, 6.0920000, 0.6666667, 19700.0000000
10193.0000000, 0.0133060, 0.5180176, 0.5522417, 0.0835868, 0.2583643, 6.5901578, 0.3597122, 72800.0000000
1356.0000000, 0.0266948, 0.5964173, 0.5604720, 0.0036873, 0.1234568, 6.8736349, 0.6000000, 63900.0000000
415.0000000, 0.0008711, 0.4939024, 0.7614458, 0.0000000, 0.2666667, 6.4874552, 0.0000000, 36000.0000000
327.0000000, 0.0000000, 0.4594993, 0.6207951, 0.0000000, 0.1136364, 5.7991968, 0.2000000, 14999.0000000
2548.0000000, 0.0093035, 0.5361158, 0.8045526, 0.0035322, 0.3380282, 7.4130947, 0.2083333, 81200.0000000
8723.0000000, 0.0275271, 0.5765507, 0.7461882, 0.5617333, 0.3145072, 6.6168720, 0.3450704, 69700.0000000
63.0000000, 0.0000000, 0.4464286, 0.7301587, 0.2698413, 0.0000000, 5.7551020, 0.0000000, 17500.0000000
380.0000000, 0.0042553, 0.4180851, 0.6552632, 0.0000000, 0.0277778, 6.1301115, 0.0000000, 29100.0000000
38.0000000, 0.0000000, 0.4605263, 0.8421053, 0.0000000, 0.0000000, 3.3000000, 0.0000000, 33800.0000000
4100.0000000, 0.1557413, 0.5084030, 0.8426829, 0.0007317, 0.3068182, 6.9286077, 0.2592593, 153400.0000000
717.0000000, 0.0023502, 0.5622797, 0.5327755, 0.0013947, 0.1976744, 6.1869436, 0.0000000, 69500.0000000
1028.0000000, 0.0000000, 0.4251748, 0.7052529, 0.4659533, 0.1884058, 5.9400300, 0.3076923, 24300.0000000
199.0000000, 0.0000000, 0.4075724, 0.6180905, 0.0050251, 0.2291667, 5.6012658, 1.0000000, 14999.0000000
439.0000000, 0.0000000, 0.4807339, 0.7175399, 0.0136674, 0.2820513, 5.8689139, 0.3636364, 32600.0000000
134.0000000, 0.0000000, 0.4350453, 0.6641791, 0.0000000, 0.2000000, 5.9310345, 1.0000000, 14999.0000000
198.0000000, 0.0000000, 0.4350877, 0.7323232, 0.4949495, 0.3000000, 5.8104575, 0.6666667, 16100.0000000
105.0000000, 0.0000000, 0.4798535, 0.7619048, 0.2666667, 0.0555556, 5.6210526, 1.0000000, 35100.0000000
538.0000000, 0.0017376, 0.4448306, 0.5799257, 0.0000000, 0.1153846, 6.7287582, 0.5000000, 31900.0000000
6933.0000000, 0.0161282, 0.3559694, 0.5834415, 0.3379489, 0.1440217, 6.1676803, 0.5849057, 40700.0000000
65.0000000, 0.0000000, 0.5055556, 0.7692308, 0.0769231, 0.0000000, 5.8035714, 0.0000000, 36300.0000000
31.0000000, 0.0495050, 0.5445545, 0.9032258, 0.0000000, 0.6666667, 9.5161290, 0.5000000, 431300.0000000
1513.0000000, 0.0053816, 0.5046477, 0.7746200, 0.0033047, 0.3103448, 6.1355556, 0.2222222, 38500.0000000
2012.0000000, 0.0033314, 0.4432687, 0.6853877, 0.0000000, 0.1428571, 6.2168933, 0.7272727, 25000.0000000
1008.0000000, 0.0068493, 0.5369863, 0.8382937, 0.0039683, 0.5106383, 7.2138660, 0.3750000, 90100.0000000
519.0000000, 0.0086751, 0.5899054, 0.7591522, 0.0000000, 0.0326087, 5.0812183, 0.9166667, 48600.0000000
441.0000000, 0.0008741, 0.5349650, 0.7596372, 0.0000000, 0.0869565, 6.1963190, 1.0000000, 41700.0000000
1881.0000000, 0.0036193, 0.4612740, 0.7028177, 0.2961191, 0.1638418, 5.5343511, 0.6896552, 25600.0000000
1088.0000000, 0.0015015, 0.4988739, 0.6783088, 0.0009191, 0.1724138, 6.3413849, 0.6000000, 43700.0000000
534.0000000, 0.0006935, 0.4861304, 0.7434457, 0.0000000, 0.2121212, 6.4913151, 0.7142857, 31400.0000000
63058.0000000, 0.0214783, 0.5448623, 0.6805798, 0.2014970, 0.1700566, 6.6949287, 0.3662145, 58000.0000000
100.0000000, 0.0000000, 0.5128205, 0.7300000, 0.0000000, 0.2000000, 5.3908046, 1.0000000, 32400.0000000
59.0000000, 0.0000000, 0.4569536, 0.7288136, 0.0000000, 0.3076923, 6.0384615, 0.7500000, 14999.0000000
787.0000000, 0.5798567, 0.5263380, 0.6899619, 0.0038119, 0.0183486, 4.9154589, 0.5000000, 112100.0000000
259.0000000, 0.0015848, 0.5023772, 0.7451737, 0.0386100, 0.0555556, 5.7566372, 1.0000000, 36300.0000000
298.0000000, 0.0000000, 0.3977556, 0.6711409, 0.0000000, 0.1875000, 6.2522523, 0.3333333, 28800.0000000
76.0000000, 0.0000000, 0.5427136, 0.6842105, 0.0000000, 0.1111111, 5.8000000, 0.0000000, 36700.0000000
5662.0000000, 0.0175354, 0.4817453, 0.6458848, 0.0065348, 0.0797546, 5.4280702, 0.0769231, 86900.0000000
794.0000000, 0.0052441, 0.4715611, 0.7720403, 0.1813602, 0.0711382, 5.0444874, 0.7142857, 25000.0000000
1683.0000000, 0.0140742, 0.4428969, 0.8098633, 0.0202020, 0.1466667, 4.5598456, 0.3636364, 48300.0000000
553.0000000, 0.0014164, 0.5014164, 0.7160940, 0.0000000, 0.1636364, 6.1071429, 0.6666667, 25000.0000000
689.0000000, 0.0011468, 0.4392202, 0.6589260, 0.0014514, 0.0625000, 6.1403061, 0.5000000, 21900.0000000
1690.0000000, 0.0094064, 0.5186037, 0.8076923, 0.0011834, 0.0789474, 6.1183144, 0.6666667, 83800.0000000
460.0000000, 0.0008026, 0.4903692, 0.7673913, 0.0782609, 0.3846154, 5.7172775, 0.7500000, 24000.0000000
1855.0000000, 0.0071246, 0.4808184, 0.7865229, 0.0005391, 0.1532258, 6.2509623, 0.5263158, 39200.0000000
7752.0000000, 0.0055435, 0.4994226, 0.7569659, 0.4752322, 0.1553134, 5.7725282, 0.4035088, 32400.0000000
3300.0000000, 0.0189845, 0.4192316, 0.6403030, 0.0039394, 0.1682243, 6.4811189, 0.4444444, 40200.0000000
300.0000000, 0.0034803, 0.4941995, 0.7833333, 0.0000000, 0.0769231, 6.4008811, 1.0000000, 39700.0000000
671.0000000, 0.0006333, 0.5326156, 0.7213115, 0.0014903, 0.0958904, 5.7779817, 0.7142857, 23800.0000000
1053.0000000, 0.0539277, 0.4317332, 0.7635328, 0.0389364, 0.0612245, 5.5294118, 0.3333333, 55600.0000000
339.0000000, 0.0000000, 0.4472123, 0.6725664, 0.2536873, 0.1176471, 5.6190476, 1.0000000, 22400.0000000
269.0000000, 0.0086083, 0.5208034, 0.7397770, 0.0000000, 0.4545455, 5.9563107, 0.6000000, 23500.0000000
210.0000000, 0.0017331, 0.5528596, 0.7857143, 0.1714286, 0.2000000, 5.9710983, 0.6666667, 35700.0000000
27.0000000, 0.0000000, 0.4354839, 0.6666667, 0.0000000, 0.2000000, 5.3200000, 0.5000000, 14999.0000000
290.0000000, 0.0031056, 0.5807453, 0.6172414, 0.0000000, 0.1052632, 5.8625592, 0.8000000, 71000.0000000
175.0000000, 0.0023148, 0.4305556, 0.6571429, 0.0000000, 0.5333333, 5.9645390, 1.0000000, 14999.0000000
104.0000000, 0.0000000, 0.4574468, 0.6730769, 0.2596154, 0.2000000, 5.2117647, 1.0000000, 15800.0000000
502.0000000, 0.0054390, 0.4949495, 0.7410359, 0.0019920, 0.1562500, 6.0467532, 0.4000000, 39100.0000000
3901.0000000, 0.0056610, 0.5552169, 0.8038964, 0.0028198, 0.2065217, 7.2381250, 0.5263158, 83200.0000000
2159.0000000, 0.0805662, 0.4388147, 0.8290875, 0.0384437, 0.0361446, 5.2166667, 0.0000000, 58200.0000000
6147.0000000, 0.0162107, 0.5332175, 0.6199772, 0.0222873, 0.1144068, 4.9391518, 0.3518519, 57000.0000000
1044.0000000, 0.0049094, 0.4240937, 0.6283525, 0.3237548, 0.1061224, 5.4437956, 0.6923077, 19300.0000000
428.0000000, 0.2022704, 0.6006192, 0.5724299, 0.0093458, 0.0505051, 3.8322785, 0.1000000, 51900.0000000
3939.0000000, 0.0152766, 0.5556504, 0.7395278, 0.0043158, 0.3418803, 6.4961004, 0.6500000, 156800.0000000
1476.0000000, 0.0790646, 0.5320713, 0.8739837, 0.0060976, 0.3666667, 8.2148148, 0.7272727, 407100.0000000
320.0000000, 0.0000000, 0.5105068, 0.7437500, 0.0031250, 0.1818182, 6.2876106, 0.2500000, 30300.0000000
5654.0000000, 0.0346628, 0.5350254, 0.6880085, 0.0014149, 0.0851064, 6.2002519, 0.5312500, 156500.0000000
690.0000000, 0.0005230, 0.5319038, 0.8101449, 0.0000000, 0.1111111, 5.9081456, 0.0000000, 48200.0000000
2064.0000000, 0.0055556, 0.4981481, 0.7519380, 0.0072674, 0.1333333, 6.5825977, 0.3750000, 68900.0000000
215.0000000, 0.0038760, 0.5116279, 0.7302326, 0.0279070, 0.1666667, 5.8484848, 1.0000000, 34300.0000000
713.0000000, 0.0017391, 0.4202899, 0.6437588, 0.0014025, 0.1625000, 6.2235294, 0.5384615, 28900.0000000
3564.0000000, 0.0211114, 0.5315457, 0.6141975, 0.0134680, 0.2777778, 7.1225773, 0.3333333, 183300.0000000
24.0000000, 0.0000000, 0.4603175, 0.7083333, 0.0000000, 0.0000000, 5.5500000, 0.0000000, 21700.0000000
998.0000000, 0.0076582, 0.4566707, 0.6573146, 0.0040080, 0.1762295, 5.7647908, 0.5813953, 14999.0000000
56.0000000, 0.0000000, 0.5068493, 0.6964286, 0.0000000, 0.0000000, 5.5609756, 0.0000000, 21000.0000000
1689.0000000, 0.0115578, 0.5170854, 0.6068680, 0.1213736, 0.0635167, 6.7807986, 0.4512195, 161000.0000000
759.0000000, 0.0017621, 0.5004405, 0.8260870, 0.0000000, 0.2000000, 5.9075630, 0.5000000, 36600.0000000
1830.0000000, 0.0017953, 0.5161580, 0.7087432, 0.0005464, 0.1393939, 5.6480447, 0.3478261, 35300.0000000
1235.0000000, 0.0046296, 0.5260417, 0.8008097, 0.0947368, 0.1354167, 5.7440476, 0.5384615, 37700.0000000
112.0000000, 0.0000000, 0.4900285, 0.7946429, 0.0000000, 0.1250000, 7.5402299, 0.0000000, 37600.0000000
1277.0000000, 0.0314651, 0.5961160, 0.7024276, 0.0046985, 0.1396396, 5.6064209, 0.9032258, 86600.0000000
12673.0000000, 0.0260064, 0.5053994, 0.6503590, 0.0460033, 0.1788618, 6.1934194, 0.3272727, 46900.0000000
12697.0000000, 0.0051306, 0.5287409, 0.7064661, 0.0292195, 0.2292871, 6.2946363, 0.3445378, 51700.0000000
137.0000000, 0.0000000, 0.4914286, 0.7226277, 0.0000000, 0.1851852, 5.3043478, 0.6000000, 14999.0000000
120.0000000, 0.0000000, 0.5412186, 0.6666667, 0.2666667, 0.0769231, 5.6571429, 1.0000000, 29600.0000000
409.0000000, 0.0009242, 0.4759704, 0.7334963, 0.0000000, 0.1333333, 7.2188552, 0.6666667, 54000.0000000
187.0000000, 0.0000000, 0.4709898, 0.8288770, 0.0000000, 0.0000000, 5.7876712, 0.0000000, 29900.0000000
215.0000000, 0.0045872, 0.5795107, 0.8604651, 0.0000000, 0.3333333, 7.7777778, 0.5000000, 139500.0000000
265.0000000, 0.0029630, 0.5155556, 0.7132075, 0.0000000, 0.2045455, 6.0754717, 0.5555556, 24800.0000000
59.0000000, 0.0000000, 0.4635762, 0.6610169, 0.0000000, 0.0666667, 7.4444444, 0.0000000, 66300.0000000
592.0000000, 0.0050794, 0.4228571, 0.7618243, 0.0101351, 0.1379310, 5.5587045, 0.5000000, 47400.0000000
90.0000000, 0.0000000, 0.4120172, 0.7333333, 0.0000000, 0.0500000, 6.0000000, 1.0000000, 20100.0000000
2218.0000000, 0.0020104, 0.4509968, 0.7073940, 0.0022543, 0.0833333, 6.2195969, 0.0000000, 27900.0000000
20.0000000, 0.0000000, 0.5471698, 0.7500000, 0.0000000, 0.3333333, 5.2941176, 0.0000000, 14999.0000000
39.0000000, 0.0000000, 0.5353535, 0.7692308, 0.0256410, 0.0000000, 5.6250000, 0.0000000, 26300.0000000
587.0000000, 0.0030414, 0.5225061, 0.7819421, 0.0034072, 0.2777778, 6.9330544, 0.4000000, 144800.0000000
121.0000000, 0.0000000, 0.4651163, 0.6611570, 0.0000000, 0.0833333, 5.5897436, 0.0000000, 14999.0000000
3266.0000000, 0.0092262, 0.5437500, 0.8257808, 0.0443968, 0.2952381, 6.4826511, 0.3548387, 51600.0000000
3586.0000000, 0.0051951, 0.5529423, 0.7897379, 0.0086447, 0.3939394, 6.8221701, 0.8717949, 164300.0000000
79.0000000, 0.0000000, 0.4682081, 0.6962025, 0.0000000, 0.4000000, 5.6333333, 0.7500000, 14999.0000000
33181.0000000, 0.0059026, 0.5103326, 0.6476899, 0.0046412, 0.2285304, 6.7267576, 0.5801887, 50300.0000000
9198.0000000, 0.0215484, 0.5208532, 0.6821048, 0.0331594, 0.0972222, 6.3439591, 0.2500000, 57300.0000000
631.0000000, 0.0010571, 0.5576110, 0.8526149, 0.0015848, 0.5000000, 6.3447099, 0.1666667, 80900.0000000
92.0000000, 0.0091324, 0.4337900, 0.6521739, 0.0000000, 0.0833333, 6.6081081, 1.0000000, 16100.0000000
421.0000000, 0.0044763, 0.4861235, 0.7030879, 0.0023753, 0.0243902, 5.4398625, 1.0000000, 32900.0000000
93.0000000, 0.0000000, 0.4800000, 0.8064516, 0.0000000, 0.0000000, 5.3947368, 0.0000000, 40000.0000000
268.0000000, 0.0030349, 0.3915023, 0.5447761, 0.0000000, 0.0416667, 6.7588652, 1.0000000, 38000.0000000
84.0000000, 0.0000000, 0.4256410, 0.6666667, 0.0000000, 0.0000000, 5.5285714, 0.0000000, 14999.0000000
5059.0000000, 0.0293391, 0.5384465, 0.8588654, 0.0039534, 0.5925926, 7.6289564, 0.1696429, 251600.0000000
862.0000000, 0.0008730, 0.5298996, 0.7285383, 0.0000000, 0.0704698, 5.5877437, 0.6666667, 44300.0000000
553.0000000, 0.0032134, 0.5154242, 0.7866184, 0.0018083, 0.2307692, 5.4224344, 0.8333333, 24200.0000000
453.0000000, 0.0000000, 0.4677700, 0.7130243, 0.2119205, 0.3269231, 5.1883289, 0.7058824, 16700.0000000
2062.0000000, 0.0101946, 0.4430028, 0.7967992, 0.0009699, 0.2518519, 6.8191801, 0.3235294, 64800.0000000
11721.0000000, 0.0218186, 0.5475992, 0.6456787, 0.2045901, 0.0902312, 7.0939151, 0.4628099, 61400.0000000
112.0000000, 0.0000000, 0.5127273, 0.6250000, 0.0000000, 0.1739130, 5.7058824, 0.7500000, 50000.0000000
77.0000000, 0.0049020, 0.5000000, 0.7662338, 0.0000000, 0.0000000, 6.0454545, 0.0000000, 15500.0000000
190.0000000, 0.0036900, 0.4225092, 0.7947368, 0.0052632, 0.2173913, 5.8402778, 0.6000000, 16000.0000000
483.0000000, 0.0073801, 0.4878229, 0.7701863, 0.0000000, 0.1923077, 6.4660767, 0.6000000, 40700.0000000
253.0000000, 0.0000000, 0.4860908, 0.7509881, 0.0000000, 0.4166667, 6.1058201, 0.8000000, 19300.0000000
82.0000000, 0.0199203, 0.6015936, 0.8780488, 0.0121951, 0.3333333, 6.0138889, 0.0000000, 52300.0000000
26.0000000, 0.0000000, 0.6231884, 0.7307692, 0.0000000, 0.0000000, 5.6500000, 0.0000000, 14999.0000000
446.0000000, 0.0000000, 0.4381818, 0.6434978, 0.0000000, 0.1538462, 6.3429487, 0.8333333, 23400.0000000
52.0000000, 0.0000000, 0.3913043, 0.8461538, 0.0000000, 0.2500000, 5.4242424, 0.5000000, 16300.0000000
453.0000000, 0.0007770, 0.4265734, 0.7461369, 0.1699779, 0.1296296, 5.6250000, 0.1428571, 28600.0000000
868.0000000, 0.0026619, 0.5155280, 0.7511521, 0.0000000, 0.2142857, 5.9244992, 0.3333333, 61100.0000000
658.0000000, 0.0064935, 0.4940968, 0.7568389, 0.0015198, 0.0833333, 6.4643585, 0.6666667, 32400.0000000
3047.0000000, 0.0036376, 0.5694444, 0.8313095, 0.0049229, 0.6024096, 6.6255839, 0.3200000, 61800.0000000
703.0000000, 0.0330866, 0.4362212, 0.7524893, 0.0014225, 0.0655738, 5.2529274, 0.0000000, 48900.0000000
1111.0000000, 0.0032859, 0.5052939, 0.6921692, 0.0054005, 0.1120690, 5.8395990, 0.5384615, 16100.0000000
24.0000000, 0.0000000, 0.4696970, 0.7500000, 0.0000000, 0.5000000, 5.5238095, 1.0000000, 14999.0000000
23.0000000, 0.0000000, 0.5000000, 0.6956522, 0.0000000, 0.0000000, 4.3125000, 0.0000000, 67500.0000000
140.0000000, 0.0205011, 0.5261959, 0.8000000, 0.0000000, 0.3333333, 7.0076923, 0.0000000, 73600.0000000
278.0000000, 0.0000000, 0.4505495, 0.7517986, 0.1223022, 0.1200000, 7.1508621, 1.0000000, 57100.0000000
42.0000000, 0.0000000, 0.4666667, 0.6666667, 0.0000000, 0.0000000, 6.1944444, 0.0000000, 14999.0000000
414.0000000, 0.0370370, 0.4829630, 0.9710145, 0.0362319, 0.0000000, 5.0000000, 0.0000000, 0.0000000
45.0000000, 0.0000000, 0.4421053, 0.5777778, 0.0000000, 0.2380952, 6.7209302, 1.0000000, 14999.0000000
473.0000000, 0.0022953, 0.5577659, 0.8012685, 0.0105708, 0.1250000, 5.8341346, 0.5000000, 43000.0000000
1462.0000000, 0.0114339, 0.5132880, 0.6224350, 0.0047880, 0.1846154, 6.3857527, 0.1666667, 94000.0000000
992.0000000, 0.0029444, 0.4942952, 0.7842742, 0.1058468, 0.2520325, 5.3930723, 0.6451613, 32300.0000000
1085.0000000, 0.0000000, 0.4756267, 0.7317972, 0.0000000, 0.1454545, 5.6266667, 0.5000000, 30300.0000000
185.0000000, 0.0262009, 0.5021834, 0.7189189, 0.0054054, 0.1764706, 7.3149606, 1.0000000, 26300.0000000
13348.0000000, 0.0741919, 0.5470035, 0.7861852, 0.0058436, 0.3566265, 7.0462321, 0.2364865, 172300.0000000
42.0000000, 0.0000000, 0.5151515, 0.7619048, 0.0000000, 0.3000000, 4.9142857, 0.3333333, 14999.0000000
1844.0000000, 0.0056770, 0.5025231, 0.6719089, 0.0021692, 0.1299213, 5.6511811, 0.5454545, 42900.0000000
6.0000000, 0.0000000, 0.6666667, 0.8333333, 0.0000000, 0.0000000, 3.0000000, 0.0000000, 0.0000000
182.0000000, 0.0000000, 0.3974359, 0.6593407, 0.7802198, 0.1578947, 5.4121622, 0.6666667, 14999.0000000
156.0000000, 0.0000000, 0.5126050, 0.6602564, 0.0705128, 0.2105263, 5.8473282, 0.5000000, 22300.0000000
1693.0000000, 0.0547635, 0.5754696, 0.7483757, 0.0230360, 0.5287356, 6.5479662, 0.6304348, 270900.0000000
1841.0000000, 0.0040848, 0.4954289, 0.7669745, 0.0304183, 0.1365639, 5.6357078, 0.5161290, 53400.0000000
122.0000000, 0.0042735, 0.4017094, 0.7950820, 0.0000000, 0.0169492, 2.9824561, 1.0000000, 14999.0000000
26815.0000000, 0.0053415, 0.4820487, 0.6838710, 0.3597613, 0.1442720, 6.0848605, 0.6201373, 36300.0000000
1574.0000000, 0.0365196, 0.3396410, 0.9656925, 0.2280813, 0.0000000, 3.7500000, 0.0000000, 47500.0000000
360.0000000, 0.0000000, 0.4834931, 0.7388889, 0.0000000, 0.0810811, 6.1039427, 0.6666667, 22500.0000000
374.0000000, 0.0028436, 0.5469194, 0.8395722, 0.0106952, 0.0904255, 6.7949438, 0.4705882, 68900.0000000
293.0000000, 0.0061125, 0.4315403, 0.7849829, 0.0000000, 0.0937500, 6.2720000, 1.0000000, 41800.0000000
1048.0000000, 0.0040099, 0.5647748, 0.9236641, 0.0028626, 0.5227273, 7.0992761, 0.5652174, 79600.0000000
1010.0000000, 0.0051315, 0.5564464, 0.7732673, 0.0267327, 0.1494253, 6.9228972, 0.9230769, 139300.0000000
644.0000000, 0.0103681, 0.5417315, 0.8090062, 0.0139752, 0.1851852, 7.5115207, 0.5000000, 146700.0000000
4163.0000000, 0.0074112, 0.5214243, 0.7340860, 0.0016815, 0.1468927, 6.7219579, 0.3076923, 73100.0000000
851.0000000, 0.0023958, 0.4906564, 0.6357227, 0.0458284, 0.2268041, 5.4263959, 0.5000000, 18700.0000000
416.0000000, 0.0048031, 0.3832853, 0.6370192, 0.0000000, 0.2195122, 5.8503185, 1.0000000, 18500.0000000
21131.0000000, 0.0149473, 0.4765028, 0.6263783, 0.3046235, 0.0729146, 4.9473512, 0.4133333, 71300.0000000
