% The problem is to learn a regression equation/rule/tree to predict the
% activity from the descriptive structural attributes.  The data and
% methodology is described in detail in: - King, Ross .D., Hurst,
% Jonathan. D., and Sternberg, Michael.J.E. A comparison of artificial
% intelligence methods for modelling QSARs Applied Artificial
% Intelligence, 1994 (in press).  - Hurst, Jonathan. D., King, Ross
% .D. and Sternberg, Michael.J.E. Quantitative Structure-Activity
% Relationships by neural networks and inductive logic programming:
% 2. The inhibition of dihydrofolate reductase by triazines. Journal of
% Computer Aided Molecular Design, 1994 (in press).
% 
% Original source: ?. 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Characteristics: 186 cases; 61 continuous variables 

@relation triazines

@attribute p1_polar numeric
@attribute p1_size numeric
@attribute p1_flex numeric
@attribute p1_h_doner numeric
@attribute p1_h_acceptor numeric
@attribute p1_pi_doner numeric
@attribute p1_pi_acceptor numeric
@attribute p1_polarisable numeric
@attribute p1_sigma numeric
@attribute p1_branch numeric
@attribute p2_polar numeric
@attribute p2_size numeric
@attribute p2_flex numeric
@attribute p2_h_doner numeric
@attribute p2_h_acceptor numeric
@attribute p2_pi_doner numeric
@attribute p2_pi_acceptor numeric
@attribute p2_polarisable numeric
@attribute p2_sigma numeric
@attribute p2_branch numeric
@attribute p3_polar numeric
@attribute p3_size numeric
@attribute p3_flex numeric
@attribute p3_h_doner numeric
@attribute p3_h_acceptor numeric
@attribute p3_pi_doner numeric
@attribute p3_pi_acceptor numeric
@attribute p3_polarisable numeric
@attribute p3_sigma numeric
@attribute p3_branch numeric
@attribute p4_polar numeric
@attribute p4_size numeric
@attribute p4_flex numeric
@attribute p4_h_doner numeric
@attribute p4_h_acceptor numeric
@attribute p4_pi_doner numeric
@attribute p4_pi_acceptor numeric
@attribute p4_polarisable numeric
@attribute p4_sigma numeric
@attribute p4_branch numeric
@attribute p5_polar numeric
@attribute p5_size numeric
@attribute p5_flex numeric
@attribute p5_h_doner numeric
@attribute p5_h_acceptor numeric
@attribute p5_pi_doner numeric
@attribute p5_pi_acceptor numeric
@attribute p5_polarisable numeric
@attribute p5_sigma numeric
@attribute p5_branch numeric
@attribute p6_polar numeric
@attribute p6_size numeric
@attribute p6_flex numeric
@attribute p6_h_doner numeric
@attribute p6_h_acceptor numeric
@attribute p6_pi_doner numeric
@attribute p6_pi_acceptor numeric
@attribute p6_polarisable numeric
@attribute p6_sigma numeric
@attribute p6_branch numeric
@attribute activity numeric

@data
0.420, 0.633, 0.233, 0.900, 0.633, 0.500, 0.100, 0.500, 0.367, 0.500, 0.580, 0.367, 0.100, 0.100, 0.100, 0.900, 0.100, 0.500, 0.900, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.798
0.580, 0.233, 0.100, 0.100, 0.100, 0.500, 0.100, 0.500, 0.900, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.600, 0.671, 0.500, 0.367, 0.500, 0.100, 0.500, 0.367, 0.300, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.631
0.420, 0.500, 0.500, 0.100, 0.633, 0.500, 0.100, 0.500, 0.367, 0.100, 0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.633, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.900, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.751
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.700, 0.557, 0.900, 0.900, 0.500, 0.100, 0.500, 0.367, 0.300, 0.900, 0.420, 0.000, 0.000, 0.100, 0.100, 0.500, 0.900, 0.633, 0.900, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.647
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.329, 0.100, 0.367, 0.100, 0.500, 0.900, 0.633, 0.500, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.666
0.420, 0.500, 0.633, 0.100, 0.633, 0.500, 0.100, 0.500, 0.367, 0.100, 0.420, 0.900, 0.900, 0.900, 0.900, 0.900, 0.100, 0.500, 0.367, 0.500, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.713
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.500, 0.214, 0.900, 0.633, 0.500, 0.100, 0.500, 0.367, 0.300, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.653
0.580, 0.233, 0.100, 0.100, 0.100, 0.500, 0.100, 0.500, 0.900, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.600, 0.900, 0.100, 0.633, 0.500, 0.100, 0.500, 0.367, 0.100, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.676
0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.400, 0.329, 0.100, 0.367, 0.100, 0.100, 0.500, 0.100, 0.500, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.504
0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.700, 0.329, 0.100, 0.367, 0.100, 0.100, 0.500, 0.100, 0.300, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.647
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.500, 0.557, 0.100, 0.100, 0.100, 0.100, 0.500, 0.100, 0.100, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.726
0.580, 0.233, 0.100, 0.100, 0.100, 0.500, 0.100, 0.500, 0.900, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.738
0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.600, 0.214, 0.100, 0.633, 0.100, 0.100, 0.500, 0.100, 0.500, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.606
0.420, 0.633, 0.500, 0.500, 0.367, 0.100, 0.100, 0.500, 0.100, 0.500, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.494
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.400, 0.329, 0.500, 0.633, 0.500, 0.100, 0.500, 0.367, 0.300, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.765
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.300, 0.100, 0.500, 0.367, 0.900, 0.100, 0.500, 0.367, 0.500, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.100
0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.700, 0.300, 0.214, 0.100, 0.367, 0.100, 0.500, 0.500, 0.100, 0.300, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.467
0.420, 0.367, 0.100, 0.100, 0.367, 0.500, 0.100, 0.500, 0.367, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.409
0.580, 0.233, 0.100, 0.100, 0.100, 0.500, 0.100, 0.500, 0.900, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.500, 0.329, 0.100, 0.633, 0.900, 0.100, 0.500, 0.367, 0.500, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.765
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.400, 0.329, 0.500, 0.367, 0.500, 0.100, 0.500, 0.367, 0.300, 0.500, 0.420, 0.000, 0.000, 0.500, 0.900, 0.100, 0.500, 0.367, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.676
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.400, 0.329, 0.500, 0.367, 0.500, 0.100, 0.500, 0.367, 0.300, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.705
0.420, 0.500, 0.367, 0.500, 0.633, 0.500, 0.100, 0.500, 0.367, 0.500, 0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.550
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.329, 0.100, 0.367, 0.100, 0.500, 0.900, 0.633, 0.500, 0.900, 0.420, 0.000, 0.000, 0.100, 0.100, 0.500, 0.900, 0.633, 0.900, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.713
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.400, 0.329, 0.500, 0.367, 0.500, 0.100, 0.900, 0.367, 0.300, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.689
0.580, 0.233, 0.100, 0.100, 0.100, 0.500, 0.100, 0.500, 0.900, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.500, 0.329, 0.500, 0.633, 0.500, 0.100, 0.500, 0.367, 0.500, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.608
0.420, 0.500, 0.633, 0.100, 0.633, 0.500, 0.100, 0.500, 0.367, 0.100, 0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.633, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.900, 0.700, 0.200, 0.100, 0.100, 0.100, 0.500, 0.100, 0.500, 0.900, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.687
0.580, 0.233, 0.100, 0.100, 0.100, 0.500, 0.100, 0.500, 0.900, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.500, 0.786, 0.100, 0.900, 0.500, 0.100, 0.500, 0.367, 0.100, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.610
0.420, 0.367, 0.367, 0.100, 0.367, 0.100, 0.100, 0.500, 0.100, 0.100, 0.420, 0.900, 0.900, 0.900, 0.900, 0.900, 0.100, 0.500, 0.367, 0.500, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.564
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.300, 0.329, 0.100, 0.100, 0.100, 0.100, 0.500, 0.100, 0.100, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.666
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.500, 0.214, 0.900, 0.633, 0.500, 0.100, 0.500, 0.367, 0.300, 0.300, 0.260, 0.000, 0.000, 0.100, 0.100, 0.100, 0.500, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.730
0.260, 0.233, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.100, 0.100, 0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.788
0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.400, 0.100, 0.500, 0.367, 0.500, 0.100, 0.500, 0.367, 0.300, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.206
0.420, 0.633, 0.767, 0.100, 0.633, 0.500, 0.100, 0.500, 0.367, 0.100, 0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.633, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.900, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.682
0.420, 0.767, 0.367, 0.100, 0.367, 0.100, 0.100, 0.500, 0.100, 0.900, 0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.523
0.580, 0.233, 0.100, 0.100, 0.100, 0.500, 0.100, 0.500, 0.900, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.500, 0.671, 0.100, 0.633, 0.500, 0.100, 0.500, 0.367, 0.100, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.699
0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.600, 0.443, 0.100, 0.367, 0.100, 0.100, 0.500, 0.100, 0.500, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.653
0.580, 0.233, 0.100, 0.100, 0.100, 0.500, 0.100, 0.500, 0.900, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.600, 0.786, 0.100, 0.633, 0.500, 0.100, 0.500, 0.367, 0.100, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.699
0.580, 0.233, 0.100, 0.100, 0.100, 0.500, 0.100, 0.500, 0.900, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.500, 0.700, 0.557, 0.900, 0.900, 0.500, 0.100, 0.500, 0.367, 0.300, 0.300, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.500, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.633, 0.722
0.260, 0.633, 0.633, 0.100, 0.100, 0.100, 0.100, 0.500, 0.100, 0.100, 0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.633, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.900, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.809
0.420, 0.633, 0.233, 0.900, 0.633, 0.500, 0.100, 0.500, 0.367, 0.500, 0.740, 0.367, 0.100, 0.100, 0.900, 0.100, 0.900, 0.900, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.827
0.420, 0.500, 0.233, 0.500, 0.367, 0.500, 0.100, 0.500, 0.367, 0.500, 0.260, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.900, 0.633, 0.100, 0.100, 0.100, 0.100, 0.900, 0.900, 0.633, 0.900, 0.300, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.000, 0.000, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.100, 0.651
