% This is a family of datasets synthetically generated from a realistic
% simulation of the dynamics of a Unimation Puma 560 robot arm. There
% are eight datastets in this family . In this repository we only have
% two of them. They are all variations on the same model; a realistic
% simulation of the dynamics of a Puma 560 robot arm. The task in these
% datasets is to predict the angular accelaration of one of the robot
% arm's links. The inputs include angular positions, velocities and
% torques of the robot arm. The family has been specifically generated
% for the delve environment and so the individual datasets span the
% corners of a cube whose dimensions represent:
% 
% Number of inputs 8. 
% degree of non-linearity (fairly linear or non-linear) 
% amount of noise in the output (moderate or high). 
% 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original Source: DELVE repository of data. 
% Characteristics: 8192 (4500+3692) cases, 9 continuous variables. 
 
@relation puma8NH
 
@attribute theta1  numeric
@attribute theta2  numeric
@attribute theta3  numeric
@attribute thetad1  numeric
@attribute thetad2  numeric
@attribute thetad3  numeric
@attribute tau1  numeric
@attribute tau2  numeric
@attribute thetadd3  numeric

@data
-1.399797,1.631186,0.549390,1.093157,-1.851242,-0.748030,0.163483,-0.347349,-1.307087
-0.496701,-1.466647,1.507009,-1.731993,1.638854,1.254502,-0.222472,0.118657,3.461127
0.086330,-0.472030,-1.517943,-1.081072,1.398754,-0.300911,0.573557,0.164908,-2.872494
1.840035,0.892616,1.720600,-0.870652,1.752095,0.679508,0.453761,0.359269,-1.902086
1.711601,-1.316888,0.204738,-0.894216,1.548445,1.015189,-0.105771,-0.488014,-9.855546
-0.600627,1.083631,0.146294,0.778703,-1.475129,-1.549230,0.276959,0.056368,6.723037
-1.638011,1.606851,-1.306273,1.439218,1.179860,0.178708,-0.341518,-0.285810,4.870766
-0.698278,-0.230379,-0.283900,1.193027,-0.954714,-1.141872,0.372675,-0.451807,-2.140211
-0.891650,-0.572296,-1.534807,-1.772938,-0.391639,-0.016401,-0.143281,0.282671,-1.036031
0.636813,0.130837,1.122157,-0.779830,1.371798,-0.961131,0.107511,-0.257900,10.902877
-1.157290,-1.608862,1.430001,0.845982,-1.677431,-1.190565,0.276989,0.559263,-5.418665
0.344411,1.700371,-1.558608,1.593493,0.384204,-0.544024,-0.439344,-0.453797,-4.273840
-1.798292,-0.515174,0.964394,1.720983,1.807664,-0.313587,-0.038633,-0.113021,-3.057188
1.501575,1.184613,0.893060,1.646828,-0.451670,1.391541,-0.286167,-0.004209,8.958651
1.004913,0.373664,-0.502631,0.649506,-1.409504,0.582773,0.138734,0.109682,7.216659
1.224959,0.402681,0.866041,-0.083675,-0.156244,1.635066,0.533084,0.348042,6.654543
1.273599,-0.176485,0.729100,1.769784,0.165791,0.491012,0.030947,0.520912,0.038882
-1.217698,0.994739,-0.972766,0.820890,-1.181135,1.010391,-0.573394,0.162322,2.149001
1.358515,-1.797031,1.834734,-1.494732,0.724429,-1.340444,0.044806,-0.537920,-8.589965
0.435637,0.579113,-0.759604,-1.751670,-1.080251,0.117758,-0.015854,-0.056848,2.501447
-1.869845,-0.501990,0.115191,-1.727656,-0.850853,-1.016776,0.017012,0.320249,1.566993
-1.689569,-1.608820,-1.636665,1.611954,1.537755,-1.469936,-0.314486,0.429910,5.714983
-0.050869,0.809958,-0.190182,0.495549,0.960843,-1.404701,-0.518859,-0.058935,7.070197
1.109409,-0.152866,1.853474,0.560301,-0.264127,1.780647,0.567838,0.052889,8.471410
-1.864032,-0.818882,0.994414,1.103225,1.479503,-0.320053,0.172001,0.025574,0.344299
-0.569391,-1.714969,1.261081,0.550613,-0.986867,1.343289,-0.424588,0.357267,-7.719589
-1.370265,0.338871,-0.925046,-0.127774,1.356765,-1.043234,0.072140,0.458416,1.578420
1.564569,0.585065,1.260484,1.817708,-1.149355,-0.187056,0.079408,0.218467,8.938895
-1.802615,-1.547095,-0.947093,-1.222501,-0.556573,-1.175847,-0.188152,-0.268769,-6.319082
-1.501977,-0.410872,0.959276,-1.359170,-1.680415,1.441857,0.095934,-0.434366,6.566338
1.368160,-1.787744,-0.424356,0.521135,1.205135,-1.020897,-0.428245,0.078294,-3.313772
0.080028,-0.827983,-1.171446,1.754080,0.113149,1.666558,-0.191601,0.560422,-1.997338
1.709832,-0.891273,-1.760815,-0.213729,0.579777,-0.911893,-0.477307,-0.106938,3.732718
0.410408,-1.207666,-0.044169,0.327495,0.133690,0.061191,-0.239577,-0.566235,-5.909644
-1.526893,-0.714011,-0.755067,-0.891796,0.759463,-0.617441,0.393970,-0.139425,-4.769773
-1.168454,-0.730405,-1.088137,-0.470569,0.418127,0.338241,-0.065675,0.194010,-2.328016
-0.019664,1.264346,-1.118869,-0.506296,-0.625519,1.178687,-0.218339,-0.024047,2.131877
0.927185,-1.608511,-0.205573,-1.831179,0.932234,0.299302,0.417885,-0.207904,-5.915879
-0.035933,-0.734476,-1.644270,-1.793286,0.680042,-0.912614,0.467094,0.054036,1.276814
1.875584,-1.064220,1.877803,-1.458837,0.834304,1.852482,-0.328615,0.572855,2.801147
0.880329,-1.208950,0.999974,0.298920,-1.343569,0.404369,-0.290406,-0.452238,1.385575
1.268974,1.254362,0.716018,0.555098,-0.992454,1.682807,0.336292,0.065908,7.664951
-0.554826,1.806661,1.689779,1.368706,-0.160510,1.565028,0.240757,-0.001967,-7.776853
-1.473860,0.916572,0.976135,-0.752720,0.856811,-0.642438,-0.137787,0.214488,10.271105
-0.816520,-0.773740,-1.828423,-1.752731,-0.061576,1.825956,0.559648,0.398280,3.576919
1.639834,-1.132425,1.613922,0.671363,0.249771,-1.778086,-0.066971,0.019955,6.905789
-1.822230,0.542218,1.184929,-1.341962,1.030897,-0.229606,0.443504,-0.423626,7.730310
-0.438476,0.703817,-0.930933,-1.058489,0.193397,0.758922,0.505370,0.161481,3.203097
1.443542,-1.539630,0.107950,0.982901,-0.141030,0.982142,-0.501433,0.014581,-9.553471
0.543115,1.170806,-1.205661,-0.266001,0.443179,-0.830320,0.327535,0.483674,-0.570320
-0.075441,-1.240107,1.361155,1.105235,1.325768,-1.752991,-0.210352,-0.188964,-3.932207
-1.871321,1.073892,-1.435623,-1.092694,-1.678717,-0.185250,0.143419,-0.362888,-0.684173
1.073754,0.017430,-1.110843,-1.331604,1.693639,-1.612777,-0.087016,0.321036,-5.079571
-0.347053,-0.862318,-1.447498,-0.853206,0.902738,-1.580824,0.455464,0.190060,-2.890350
1.442819,1.388231,0.025438,1.539362,-0.837272,1.051383,0.324741,0.316274,8.204472
0.652191,-1.527848,-1.684224,1.507472,-1.497795,-1.744373,0.294576,-0.256840,0.811960
-0.780177,-0.689839,-1.642546,0.787427,-1.870597,-1.840929,-0.263066,-0.551880,1.087167
-0.408819,1.531298,-0.656406,-1.450120,0.300193,1.198621,-0.375931,-0.271757,1.948010
-1.556768,-1.412345,1.847203,0.727555,-1.577909,1.408277,0.449964,0.152859,-6.045356
0.645656,1.733428,-0.153440,-0.243003,-1.342310,-1.053695,0.506334,-0.446490,-2.582150
0.641664,-1.271454,-1.479635,-1.884451,-0.950964,1.567643,-0.168306,-0.317774,2.805223
-0.046344,1.460231,-0.025993,0.438147,1.303842,-0.828917,-0.567293,-0.491623,3.369218
1.776175,-1.748619,1.187063,0.598047,0.789477,-1.353601,0.456141,-0.434472,-9.613913
0.730737,-0.878097,1.020483,-1.837916,0.804687,1.695377,0.388102,-0.372254,3.773575
1.608186,-1.484245,-0.210397,0.038704,-1.702885,0.774899,-0.418008,0.541376,-6.146987
1.371981,-1.661667,-0.129333,1.533415,0.994663,1.514545,0.166271,-0.278720,-7.720692
0.113750,0.447497,0.101610,-0.005958,1.648991,-1.798993,-0.315430,0.172834,5.570920
-1.882691,-1.527113,-0.635553,-1.580021,-0.153953,-1.323810,0.235293,0.562404,-5.971738
0.491045,0.663211,-1.042445,-1.592203,-1.333489,0.172946,0.034903,-0.183231,3.431148
-1.730999,-0.494863,-0.740547,1.880002,1.560071,0.375357,0.495665,0.235271,-2.781169
-1.570979,1.014560,0.393395,-0.634070,0.721170,0.436463,-0.193260,0.279545,7.343636
-1.533285,1.184467,-1.565745,-1.493933,-0.923400,1.137472,0.085237,-0.223511,-2.709525
-0.622942,-0.737409,1.838743,1.795726,-1.137773,-1.569198,0.249790,-0.587409,9.144743
-1.651415,-1.250152,-1.581250,1.809616,-1.425694,-0.085682,0.018135,-0.007207,-1.735518
-0.917492,-1.346370,-1.429761,-0.579796,0.590675,1.303849,-0.223234,0.513828,-1.456790
-1.100029,-0.544392,-0.015489,-0.201247,-0.755649,0.630220,-0.426190,-0.167681,-3.931423
-0.262199,0.247419,0.165179,1.502714,1.476272,-1.852959,0.174257,-0.465688,9.132128
0.846777,0.368175,1.491127,-0.997061,-0.350913,-1.653698,0.590637,0.432905,9.774422
-0.366215,1.290361,-1.205039,-1.131389,0.179614,-0.934375,0.449395,0.173599,1.500295
1.321544,-1.119135,-1.213490,0.101891,0.941935,1.243062,-0.223415,-0.128116,-5.286169
0.032744,-0.080168,-1.530771,-1.801028,-1.254502,0.698148,0.577364,0.561020,-1.138307
-1.642047,1.630691,-0.222650,1.451634,-1.256092,0.365547,-0.384621,0.073541,6.384972
1.862920,0.981832,0.749713,1.378979,-0.915912,-1.189587,-0.493537,-0.479614,9.759563
0.154250,-1.213576,-1.352308,0.553769,-0.715463,1.224351,0.473287,-0.259351,-2.314343
1.629890,1.394435,-1.261431,1.102222,-0.295864,-0.073288,0.322741,0.304438,-3.492551
-1.121047,0.573213,1.875714,1.133409,-0.155641,0.451824,0.381279,0.151557,2.834036
1.346468,-0.687178,1.609144,-0.467887,0.260630,-0.234727,-0.550482,0.053095,9.645926
0.543599,1.780894,-1.605301,0.957403,1.099296,-0.463180,0.066276,0.306157,1.905906
-0.707222,0.256058,-1.676611,1.277461,0.635901,-0.105004,-0.151962,-0.421360,-3.171175
0.898282,-1.060763,-0.324568,0.053984,-1.243422,-1.579068,0.246760,0.095554,-6.059062
-0.673202,-0.994312,0.609199,-0.266776,-1.273508,1.702765,0.307657,-0.007359,-2.628797
-0.159109,-1.275603,0.426642,0.196754,0.630974,0.012948,-0.331687,0.530642,-4.344447
-0.693837,-0.988248,0.738030,1.061708,1.136783,0.002518,0.268889,0.013881,-0.366568
-1.446880,-1.787842,1.697805,0.555613,0.110245,1.867166,0.229465,-0.178120,-8.973338
0.614946,-1.706617,-1.631632,-0.512618,-1.317561,0.217234,0.563848,0.186349,1.005514
0.373496,0.451940,-0.616221,-0.881128,-0.908559,1.756093,0.007010,0.222187,1.451891
0.708613,0.514222,-1.884449,-0.912726,-0.419200,0.468384,0.174912,-0.261049,-4.762460
0.369605,-0.862529,-1.209183,0.854226,1.149118,-0.020799,0.326765,-0.456460,-2.840810
-0.002905,0.180943,-1.202780,-0.853504,-0.333062,0.537637,-0.129839,0.593162,-2.548393
-0.964536,-0.343905,-0.731800,1.853106,-1.860468,-1.239434,0.436354,-0.596978,-5.182298
0.716482,0.821752,-1.768535,-1.790911,-0.879338,-0.973893,0.234154,-0.573688,-5.364680
-0.198595,-1.415169,-0.378042,-1.446592,-0.713108,-0.664891,-0.257184,-0.093294,-6.993633
0.552019,0.036504,-0.969378,1.226652,-1.296713,0.006461,-0.234804,0.446408,-1.623090
-0.621112,-0.137972,-0.396004,-1.749502,1.425127,1.863444,-0.482612,-0.459618,0.091381
1.563881,0.334880,-0.148923,0.273436,0.120964,1.053807,0.091115,0.178161,0.767319
1.831091,1.354298,-1.030049,-0.608524,0.298655,1.747621,0.281015,-0.174803,0.585454
0.274485,-1.104864,1.129491,1.852451,-1.558413,1.093855,-0.457424,0.472800,-4.520479
-0.109711,-0.430473,-0.507265,-1.841005,1.655672,1.169657,-0.531299,-0.344034,-8.019772
-1.730404,-1.813916,0.786481,1.069336,1.172226,0.045723,-0.191983,0.137627,-8.895023
-1.641582,-1.849405,-0.029246,-1.455927,0.730117,0.022579,-0.408241,0.292854,-10.181446
-1.205915,-0.768608,1.483579,0.317632,0.243696,1.677409,0.262935,-0.456236,7.681578
0.456621,-1.115752,-0.904679,-0.892723,0.243033,1.838048,0.452901,0.310414,-5.775852
1.193782,0.427537,0.167229,-1.731142,0.880062,1.834767,-0.302559,0.487996,10.088080
-0.916876,1.467721,1.460880,-0.421136,1.868280,0.587648,-0.183030,-0.584292,0.602326
1.746592,-1.319553,0.653624,-0.067926,0.651837,0.058129,0.178035,-0.557895,-6.072682
-0.065904,0.713516,-0.027477,-1.869151,-0.147329,0.677527,-0.540238,-0.579049,5.875561
1.669651,-1.398689,1.405893,-0.966078,0.141365,0.873552,0.557821,-0.307894,2.098723
0.598803,-1.580392,1.151641,0.906155,-0.701510,-1.770367,0.429004,-0.525842,-1.119095
1.746698,0.454359,-1.433261,0.907676,-1.527618,-1.583235,-0.442173,-0.001742,-0.726121
-1.845937,1.699036,-1.383703,0.679832,-0.672322,-1.299913,-0.316871,-0.047706,2.434418
0.651632,0.389649,0.486869,-1.667602,-1.861573,-0.970355,-0.038764,0.087945,8.600694
1.719411,1.777249,1.225938,1.776696,-0.543863,1.330742,-0.349892,0.572237,6.885269
1.195400,1.226697,-0.553961,1.259122,1.555883,1.622675,0.240180,-0.088302,4.664168
0.304124,-0.593762,-0.404417,0.119221,-1.848833,-1.720206,-0.017952,-0.511743,-0.281209
0.633104,-1.877469,-0.469159,1.498677,1.494773,-0.046794,0.460733,-0.059885,-6.108912
0.465618,-0.696365,1.775961,-1.584125,-1.280855,-1.132952,0.096713,-0.539918,9.473935
1.069114,1.204007,-1.129007,-1.251184,-0.084539,0.408555,0.502605,0.487180,-1.773895
0.809696,-0.821224,-0.665648,1.543431,-0.320203,1.785875,-0.264365,0.411104,-5.585218
0.366644,-1.611205,-0.251275,-0.884035,-0.763656,1.784536,-0.230950,0.426807,-8.320714
-0.396810,-0.214175,0.630151,1.272377,-1.874162,-1.432386,0.174056,-0.241374,4.080142
-0.987523,1.622212,0.525809,0.596909,0.519268,-0.010094,-0.003831,0.413820,10.537970
-1.261534,-0.628702,0.473653,-1.361964,0.378164,-0.260320,0.531411,-0.172679,0.097387
1.483491,-1.163239,0.194217,-0.534496,0.415975,1.882656,0.299605,0.267272,-8.314714
0.452822,-0.870837,-1.365020,1.794490,0.705180,-0.639928,0.089755,0.114234,-0.120392
-1.279691,-0.427342,-0.650846,1.512181,-1.513419,-0.443692,-0.080916,-0.353486,-5.232043
1.660716,-0.768682,0.250223,-1.727997,0.946112,-0.180458,0.579665,-0.374525,-0.928233
-0.785329,-0.558015,0.978238,0.670572,-1.726794,-1.449789,-0.532862,-0.219513,-1.482178
0.658574,0.195501,-1.582888,0.665311,0.316970,0.426080,-0.544078,-0.313068,-1.146064
-1.208770,0.259165,1.531755,-0.512669,1.594885,1.155191,0.081599,-0.161812,6.383407
0.814468,0.217887,1.437460,1.792802,-1.283875,0.882526,0.569478,0.017709,8.717147
0.937094,-0.945287,-1.027043,0.920552,-0.001416,-1.185898,0.045058,0.082656,-0.719595
-1.192739,-1.747544,0.403747,-0.066127,0.729424,-0.325061,-0.220046,0.084042,-5.571822
0.692144,-1.081738,1.507671,1.857599,-1.731484,-1.111590,0.376283,0.195564,7.054788
-0.096220,0.117219,-1.564333,-0.379717,0.552127,1.846176,-0.464280,0.453380,-1.904572
0.666350,-1.055556,0.479587,0.348295,-0.871586,1.135230,0.092343,0.416072,-3.139551
-1.408032,-1.058963,-0.246420,1.552802,-1.150055,-0.639231,0.221543,-0.121933,-5.984313
1.474575,-0.208740,1.498769,-0.740982,-1.666460,-1.531027,0.457207,-0.523332,9.517068
-0.866955,-0.211558,-0.634923,1.464591,1.623580,0.887123,-0.037856,-0.253058,-6.449985
0.175487,1.342658,-0.639384,-1.882064,1.468520,-0.187775,-0.164976,0.446784,3.688461
-0.785547,-0.459641,-0.645910,1.535056,-1.590197,-1.533694,0.592513,-0.441509,-3.733001
-0.629524,1.727358,-0.378249,-1.165938,0.077202,0.688476,0.434914,0.403190,5.872093
-0.465551,1.812971,-1.596542,1.144623,-0.173416,-0.465114,0.515775,-0.175882,5.681863
-1.249674,-1.098592,0.988850,1.835775,0.910030,0.342312,0.109863,-0.324521,-1.936289
1.736335,-0.298166,-1.066042,1.417009,1.138073,-0.938270,0.010231,0.346640,-1.853779
0.687764,0.706790,0.025870,1.254219,-1.687672,0.100732,0.098826,0.164917,5.847551
-0.478708,-0.656817,-0.816939,-0.282919,-1.166815,0.422014,0.506398,-0.562929,-2.737561
0.049572,0.009625,-0.343959,-1.641460,0.188515,1.654263,0.034815,-0.459682,-5.882152
-0.417846,0.604075,0.325764,1.206138,0.745619,0.438576,0.309639,-0.299747,10.108212
-1.803454,-0.556690,0.627663,0.920765,-0.195592,0.049203,0.429307,-0.245198,8.688991
-1.823640,-0.541431,0.739147,0.992081,-0.403679,1.213447,-0.258067,-0.534259,3.890117
0.334105,-1.856553,0.477096,-0.051439,-1.221727,1.137956,0.277556,0.480210,-10.771952
0.898714,-1.353164,1.244199,-0.440166,-1.304475,1.486356,0.557191,-0.082828,-9.498552
0.650941,0.080897,-1.308989,1.023379,1.593364,-1.776427,0.412161,-0.412637,-2.299888
1.491362,-0.809711,0.564267,-1.455292,0.089880,-1.127439,-0.412306,0.365701,-4.221102
-0.561169,0.748083,0.374172,0.489957,1.214531,-1.439984,0.322723,0.008958,9.800459
0.063761,0.970014,-1.838359,0.889523,-1.261997,-0.863107,0.122766,0.524133,-3.433770
1.394202,-1.412314,-1.393659,-0.765031,1.283575,1.617566,0.509165,0.341463,-1.187274
-1.387388,-0.928302,1.683536,-1.754647,1.659892,0.470566,-0.151445,-0.137471,7.860091
1.604888,-0.364673,0.812114,-1.656823,-1.656283,-0.115173,-0.553984,-0.013432,-2.582681
0.891303,-1.493855,0.381092,-0.068043,-1.322707,0.422317,-0.271937,0.350771,-9.520241
-1.795826,-0.533905,-0.949105,-1.110250,1.094529,-1.411298,0.191883,0.570956,-2.668872
1.439580,-0.278066,1.230073,-0.349538,-1.170676,-0.393234,-0.139097,-0.200087,7.726134
1.184179,1.131085,-1.520922,1.623548,0.351052,0.220088,0.235223,0.589294,-1.841249
-0.967958,-1.297009,-1.210014,-1.796286,-0.732344,0.261897,-0.496279,0.243520,-1.073492
-0.026794,-1.713705,-0.124638,1.284261,1.836948,1.782076,-0.189327,0.374670,-11.775141
-0.551438,-1.581386,-0.482694,0.212807,-1.006661,0.416247,-0.349178,0.560557,-10.120273
1.574681,0.881954,-0.297525,-1.601332,-0.185728,-0.050417,0.276410,0.419978,10.362660
-0.258511,-1.857030,-0.011964,-1.280374,-0.586446,-1.844795,-0.545859,-0.253833,-6.703703
-1.767583,-0.862507,-0.838633,0.790444,-0.180750,0.684200,0.355247,-0.566355,-1.219118
0.679364,-0.989488,-1.250268,0.230197,0.997949,0.195079,-0.361421,-0.010287,-5.708660
1.507476,-1.430318,1.373048,1.186964,-1.060030,0.679847,-0.133614,-0.457615,6.908720
-1.283978,-0.852292,1.190153,-0.252496,1.213662,-0.975678,0.283623,0.452980,1.845078
1.442026,-0.624536,-1.142415,-0.405811,-0.698797,-1.409791,-0.146951,-0.202026,-0.993918
1.393907,1.170421,-0.126162,-1.708195,-1.765018,0.774773,0.109691,0.382299,4.631110
1.015187,-0.365098,1.218816,-1.048876,-0.351533,-0.768099,-0.401406,-0.026398,9.036941
-0.548505,-1.286109,1.043052,0.492164,0.617424,-1.517783,0.513557,-0.244251,5.483364
-0.424100,1.057083,-1.201101,0.975311,0.475316,0.189773,0.052046,-0.061088,2.905352
-1.104475,0.127707,1.298606,1.646619,-0.192879,0.411875,0.260371,-0.343808,9.797764
-1.157486,-1.121646,1.828448,-1.597476,0.532951,0.005121,-0.201896,0.338463,1.516363
1.742223,0.641105,0.647577,0.088141,-0.190772,-1.880957,0.390049,-0.038593,9.724568
1.450387,0.406499,0.953644,-1.768896,-0.310148,1.123860,0.465967,0.315224,9.374492
-0.239109,0.012285,-0.870176,-1.565017,-0.579479,-1.618500,0.491494,-0.260234,-4.353090
-0.267151,-0.049554,0.294539,0.430885,-0.110544,0.656736,-0.169628,0.265487,2.089468
0.993812,-1.474297,1.114648,1.193142,0.984690,-0.229968,-0.288479,-0.463241,-0.374431
-0.327442,0.757441,-0.680153,-0.953058,0.308368,-0.891087,0.431198,0.337719,3.335914
-0.494948,1.596793,-0.705274,-0.931139,-0.749982,1.630896,-0.177928,-0.043662,5.976051
1.368919,-0.342441,1.247612,0.365858,0.244868,-1.244944,-0.246991,-0.374331,8.951346
-0.244752,-0.577744,1.150689,-0.013606,1.295694,1.714368,-0.017921,0.003643,-0.756041
-0.684105,0.470752,-1.109309,1.824102,0.766365,-1.494239,0.467381,0.074757,-1.215564
1.445404,-0.409020,-1.844809,1.820629,-1.052762,-1.584746,-0.127157,0.075443,-2.014219
-0.864347,-1.614715,1.077136,0.314379,-1.646247,-1.100618,0.275668,-0.043962,-8.156857
-0.571991,-0.171429,-0.990845,-1.427739,-0.516848,-0.791308,0.231258,-0.045888,-2.903623
1.307412,-1.143045,0.316332,1.012560,0.715543,0.111593,-0.593876,0.323411,-5.872768
1.168090,-1.614920,1.402608,0.372951,-1.180753,-0.096695,-0.099728,0.276041,0.996039
-1.335752,-0.166928,-0.738207,-0.263659,-1.678560,-1.307201,0.289666,0.010133,1.758116
-1.696160,0.701077,-1.749482,1.770509,1.039146,-1.079231,-0.509484,0.295880,-4.495678
-0.831086,-0.536995,-0.113078,-0.466011,1.629609,0.428043,0.358653,0.284181,-3.997600
-0.054679,0.865747,-1.243235,1.561266,1.621493,-0.255992,-0.316066,0.277697,0.661659
1.287697,-0.727534,-1.844525,-0.953886,1.466153,1.489947,0.572212,0.359261,-3.730680
0.632199,1.755353,-1.099937,0.996286,-1.371823,0.547888,-0.489424,0.248129,4.574749
0.689290,-0.036970,0.672806,-1.880563,0.307622,1.660825,0.339538,-0.592773,4.942926
0.289286,-1.150217,0.407277,-1.053228,-1.867125,-0.036731,0.295998,-0.360894,-3.519416
0.448034,1.594214,1.203328,-1.233822,1.436105,1.641295,0.257442,-0.369401,0.982548
1.864571,-1.425144,1.627175,1.000814,-0.667143,-0.962965,-0.104239,0.058321,5.145741
-1.196547,-1.657559,1.055811,0.044176,-0.210243,-1.147155,-0.288817,-0.149674,-9.392425
-0.698820,-1.795889,-1.605811,-0.073894,-1.643147,-1.767937,0.230288,0.447195,-2.819576
0.886361,-1.624599,0.826742,-0.836827,0.991744,1.464068,0.123445,-0.058813,-9.190133
1.566372,0.733021,-0.187235,1.014561,0.417087,1.721536,-0.069156,0.494198,8.144963
-0.209724,0.037981,1.224475,-0.197848,-0.173508,1.769637,0.464589,-0.056505,6.473617
-0.669872,-1.580144,1.541718,1.052810,-1.392167,1.685512,0.409650,0.591978,-7.365991
1.535372,-0.045659,1.668755,-1.373737,-1.465976,1.488760,0.220362,0.416555,8.681412
-0.358076,-1.407587,-1.125477,1.523306,0.735747,0.392650,-0.588555,-0.246189,-5.567965
0.992798,0.329322,0.678956,-0.301340,-1.626415,0.476236,0.186154,0.294687,7.509291
-1.017916,-0.252612,-0.735744,-0.346859,-1.368064,-0.359585,-0.117978,-0.454976,-1.937235
1.502680,0.901697,-0.220159,1.836586,-0.530587,-1.741794,-0.310293,0.109740,8.468398
-0.131581,1.450586,-0.014509,1.199086,-0.915047,-1.725472,-0.587246,0.158149,4.604586
0.047877,1.684234,-1.338203,0.111563,1.396536,0.114329,-0.360391,0.512627,2.065221
-0.333094,0.014224,1.551089,0.210683,1.009269,-1.808782,0.118468,0.294818,9.228633
-0.308034,-1.044639,-0.766759,-1.365235,-1.822995,-1.004817,0.394218,0.429685,-1.534045
-0.584795,-0.493750,-0.874080,0.675631,0.354005,0.845405,-0.021079,-0.280422,-1.863477
-0.331468,0.954179,-0.307389,-1.516729,0.472799,-0.643887,0.509092,0.314812,10.147837
0.206950,-1.418919,0.693035,-1.192135,0.860574,-1.475677,0.172549,-0.365028,-5.170742
-1.664874,-1.252390,-1.507792,-0.120681,-0.077147,0.247826,-0.170711,0.051964,-2.808009
-1.435116,-0.100077,-0.617806,-1.137076,-1.159186,0.460732,0.040984,0.022828,-3.873311
0.855031,-0.391962,-1.675771,0.324409,1.047285,-0.000128,0.514415,-0.231319,2.312606
-0.718492,-0.663886,0.997170,-1.589293,-1.421065,-1.446691,0.442232,-0.199203,0.518621
-0.585316,-1.715707,0.163993,0.420447,1.633980,-1.508363,0.509452,0.363593,-7.782705
0.448661,0.817960,-1.413951,1.239529,0.243297,-1.256151,-0.199625,0.108720,-2.128307
1.873195,0.258855,0.106358,0.618729,1.566409,1.344329,0.338120,-0.413051,8.186146
0.303490,0.064828,0.053838,0.081138,-1.020674,-1.370250,0.188033,-0.526580,5.314534
0.969656,-0.311097,0.267181,0.549925,-1.239471,0.740272,0.332292,0.030449,0.878964
0.853838,-1.600362,1.030230,-0.133052,-0.649117,0.418814,0.188053,-0.189420,-3.918598
-1.205318,1.716033,1.543234,0.140666,0.437930,1.417469,0.425209,0.485423,3.932323
0.576331,1.496598,0.467257,0.455406,1.085330,-1.461989,0.200684,-0.306636,9.546468
-0.737734,0.150341,0.937201,0.847479,0.854457,1.262058,0.598728,-0.374027,5.662857
1.014487,-0.822022,0.995871,-0.808066,1.818006,0.095650,0.513879,0.363345,-7.234571
-0.975440,1.126766,1.290121,-1.465797,0.720482,0.184626,0.118773,-0.588690,-3.084457
-0.498535,1.641129,1.789697,-0.679844,0.465052,1.100252,0.164005,0.027094,-6.908058
0.709142,1.860128,-0.697340,0.465735,1.276055,-0.362804,-0.538570,-0.143746,4.225560
-1.124147,1.256170,0.943961,1.365344,-0.114113,0.989216,0.142193,-0.564631,6.012138
-0.149745,1.542247,-1.355764,-0.980667,-0.021384,-1.262639,-0.107879,0.083083,-2.027849
-0.957361,-0.391242,-0.879513,-0.145927,1.623832,1.355830,-0.533328,0.352919,-3.901843
-1.089197,0.553299,-1.075647,-1.674434,0.177062,1.419188,0.018707,0.010089,-3.688237
1.581367,0.165430,-1.818170,0.916071,0.093187,1.677151,0.077686,0.070953,-0.053909
-1.793219,1.815088,0.062699,-1.786975,1.189803,1.404292,-0.470709,0.395022,5.865596
-0.070856,0.421558,1.464421,-1.233569,-1.845272,1.567784,0.583551,0.149228,8.416192
-1.263140,-1.215781,-0.714160,0.514939,-1.137788,-1.816684,-0.156971,0.591660,-5.670522
1.455176,1.728737,0.178858,1.453698,-0.494709,1.858199,0.258633,0.449994,-0.768989
-0.832588,0.596316,1.854106,-0.132013,1.736762,-0.657662,0.019706,-0.002048,8.712085
1.474047,-1.543228,-0.046015,-0.538871,-1.485804,-0.017785,-0.344666,-0.393115,-6.963455
-1.107860,-0.215269,1.083988,-1.390322,-1.228389,-1.503457,0.356155,0.299432,9.260793
-1.207209,0.098654,-0.690226,-0.608868,-1.703500,1.745472,-0.415455,0.254066,-3.944567
-0.851892,0.375754,0.688400,0.081039,1.081454,1.249791,-0.227698,-0.115408,4.652533
0.818033,-0.177556,1.582637,-1.110001,1.510128,1.676592,-0.509636,0.149834,8.641188
0.132555,-0.165115,-0.433699,1.830468,-1.569993,-1.257771,-0.467257,-0.381500,-5.547548
0.206751,-0.998383,0.053243,1.385822,1.000152,-0.483403,-0.123649,0.229173,-7.918966
1.486976,0.861919,-1.493262,-0.958939,-0.514065,0.749162,-0.109320,-0.133870,-2.119405
1.589709,0.877902,-0.526982,-1.467391,0.310401,-0.644325,0.567803,-0.540663,6.001949
-0.060906,1.770531,1.401729,0.684629,0.788794,-1.515361,0.270014,-0.267048,8.321673
0.423917,-0.360058,-0.793549,0.763744,-0.296583,-0.849542,-0.508402,0.481407,1.198440
-0.835173,-1.374515,0.540070,-0.988078,-0.172815,-1.672433,-0.037833,0.138902,-8.267246
-1.129671,-1.107068,1.789650,-1.476796,0.588722,-1.370389,-0.554451,0.536074,8.663762
