% This is a dataset obtained from the StatLib repository. Here is the included description:
%
% The data provided are daily stock prices from January 1988 through October 1991, for ten aerospace companies.
%
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: StatLib repository. 
% Characteristics: 950 cases, 10 continuous attributes

@relation stock

@attribute company1 numeric
@attribute company2 numeric
@attribute company3 numeric
@attribute company4 numeric
@attribute company5 numeric
@attribute company6 numeric
@attribute company7 numeric
@attribute company8 numeric
@attribute company9 numeric
@attribute company10 numeric

@data
42.625,23,17.625,41.875,49.875,16.5,67,26.25,35,44.625
44.25,23.125,17.375,42,49.375,16.75,67,26.125,34.625,45.25
44.625,23,17.375,42.5,49.375,17.125,67.75,26.125,34.375,45
43.625,23.125,17.625,42,48.875,17.125,68,26.625,34.5,44.125
43.875,23.25,17.875,42.125,48.125,16.75,68,26.5,34.25,44.875
42.875,23.375,18,41.75,46.625,16.75,68.625,26.75,34.375,44.625
43,22.625,17.875,42,43.75,17.125,67.875,26.25,34.25,44.125
44.25,23.375,17.875,42.875,43.375,17,69.5,26.875,34.125,44.625
45,23.375,17.75,42.25,42.25,17.25,68.375,26.875,33.125,46.625
45.5,23.125,17.875,43.375,42.5,18,67.875,27.25,33.875,47.625
46.25,23.625,18.25,43.375,44.375,18.5,68.75,27.125,33.5,47.625
46.125,23.75,19.125,43.75,44.75,17.75,68,26.625,34,48
45.5,24.625,19.875,45.125,45,18,66.5,26.875,34.125,47.875
44.875,24.5,20.375,44.625,43.625,18.75,67,27,34,47.125
45.125,24.125,20.5,44.75,43.75,18.5,66.75,26.25,35,46.75
45.75,24.375,19.875,45.875,43.75,18.875,67.25,25.875,35.125,47.125
45.125,24.625,19.75,46.25,43.625,18.625,67.5,25.375,36.125,47.625
44.875,25.375,19.25,46,43.75,18.875,68,26.625,36.5,47.75
44.5,25.75,19.375,46.5,43.875,19,68,26.875,35.5,48.5
44.875,26.125,19.625,47.875,43.25,18.5,68,27.25,35,49.125
45.25,25.75,19.625,47,42.5,18.5,68,27.375,35.75,48.125
45.875,25.25,19.125,46.125,42.5,18.75,68.625,27.375,36.625,47.875
46.5,26,19.875,45.625,42.5,18.875,68.875,27.625,37.75,47.875
46.125,25.375,19.5,45,42.25,19.25,68.75,27.625,37.5,47.125
46.25,25.125,20.25,44.5,40.875,19.25,69.75,27.625,38.5,46.625
45.875,25,19.5,43.75,40.25,19,70,27.75,37.25,47.25
45.875,25,19.625,44,40,19.25,69.625,27.75,37.5,47.875
45.375,25.25,19.625,44,38.875,17.375,70.125,27.75,37.875,47.875
44.875,25.375,18.625,43.875,37.625,18,69,27.25,36.25,47.75
44.75,25,18.375,43.375,38,17.375,67.875,26.625,35.5,47.125
46.375,25.375,18.625,43.75,39.75,17.5,66.5,26.625,35.5,47.375
44.625,25,18.375,43.25,38.75,17.625,66.625,25.5,35.5,45.875
44,22.5,19.375,43.25,31.25,17.75,67.375,24.75,36.125,45
43.75,21.25,19.375,42.75,28,17.125,67,23.25,35.875,43.25
45,21.25,19.5,42.75,27.75,16.625,67.25,23.375,35,44
45.125,20.875,20.25,44.125,29,17,67.75,24.125,36,44.375
44.375,20.625,20.25,44.75,29.375,17.375,68.75,23.75,35.5,43.5
44.25,21.375,19.875,45.375,28.75,18.125,69.75,24.25,36,43.625
45.375,21.125,19.875,45.5,29.125,18.375,69.75,24.5,35.875,44.5
48.25,23.375,20,45.625,30.125,19,68.5,26.375,37,47.625
49.25,25.25,19.75,46.375,31.875,19.375,70.125,26.5,40,47.625
48.5,29.25,20.5,50,36.25,20.625,74.625,27,38.625,46.75
47.125,30.625,20.75,50.25,37,19.875,76.375,27.625,38.375,43.625
47.125,30.125,21.125,49.5,36.5,20.375,75.875,27.75,38.125,44.125
48.75,29,20.125,50.75,35.125,20.125,76.375,28,38.5,45
49.125,27.5,19.875,51.875,36,20.125,76.25,27.875,38.625,45.5
46.875,28.125,19.375,52.75,37.25,19.875,74.5,28,39.25,45.5
47.25,28.875,19.5,52.75,37.125,21,75,27.5,38.75,46.75
47.875,29.875,19.75,51.75,37.375,21,75.25,28.125,38.875,47.375
49.375,28.75,19.375,50.75,37.75,21.375,75,28.375,39.75,47.5
49.75,28.5,18.375,50.625,38.75,21.125,73.875,28.5,39.25,47.875
51.625,26,16.875,51.375,40.75,24.125,75,28.75,38.75,48.125
51.125,26.5,16.625,50.375,40.125,25.125,76,29.25,38.375,49.375
52,28,17.25,52.625,45.5,23.75,77.75,29,40.875,49.75
51,27,17.5,52,43.875,23.125,76,27.5,41.5,49
52.25,27.5,17.375,52.75,43.375,22.875,75,27.875,40.625,48.75
51.375,26.5,18,52.625,47,24.5,76.875,28,41.875,50
48.25,25.375,18.125,52.375,49.75,26.25,75.875,27.75,41.25,48.75
47.125,27,18.25,51.5,48.875,25.25,76.5,27.875,41.75,47
48,26.375,18.875,50.625,47.125,24.875,77,27.625,41.25,46.875
49,25.5,18,51,46.125,25.25,77.25,27.75,42,48
49.375,25.375,17.75,50,45.125,25,76.625,27.625,42.5,47.5
48,25.125,17.75,49.625,44.875,25,75.125,27.375,42.375,47
47.5,25.5,17,49.75,43.5,25,75.75,26.5,42.375,47.125
47.875,26.25,16,48.5,41.5,25,75,26.25,40.375,47.875
46.875,26.25,16.125,49.125,42.75,25,74.25,27.125,40.375,48
46.125,24.75,15.75,48.125,41.625,24.125,74.125,26.5,40.375,47.875
47.25,25,14.875,47.5,40.625,25,75,27.375,40.25,48.125
48.25,25,14.5,46.375,40.375,25.75,75.5,27.125,40.5,49.75
49.25,24.5,14.5,46.5,41,25.75,75.25,27.5,40.75,49
49.5,24.375,14.875,46.875,40.875,26,75.5,27.625,41.125,49.5
50.25,24.5,15.25,49.375,40.75,26.75,76.375,27.875,42.125,50.5
50.25,24.5,15.25,48.875,40.875,27.25,77,28.25,42,51
50.25,24.25,15.75,49.125,41,26.75,76.5,28.25,41.25,50.75
49.5,23.625,15.375,49.125,40.5,26.125,77.75,28.5,41.25,50.375
48.375,23.875,15.625,49.375,40.5,26.125,77.875,28.875,40.875,50.25
47.75,23.75,15.625,49.375,40.125,26.125,79.375,28.125,39.25,49.75
48.375,28.5,15.625,50.25,39.75,26.125,79.25,27.875,39.75,49.625
48.375,29.125,15.5,50.125,39.25,26.375,78.75,28,39.625,49.25
48,28.875,15.75,51,39.375,26.25,79.5,27.875,39.75,49.375
48,29.5,15.875,52.25,39,26.5,79.75,27.875,40.25,48.875
47.125,29.375,15.5,52.125,38.375,26.25,79.25,27,39.625,48.25
47.25,29.125,15.375,52.875,37.25,27,79.75,27,39.25,48.125
47.125,29.25,15.375,53.375,36.25,27.5,80.625,26.875,38.625,48.125
47.75,29.5,15.625,54.25,37.125,28.75,81,27,39.125,47
47.625,31.5,15.875,56.75,36.875,28.375,82.75,27.5,39.625,47
48.125,32.125,15.875,58.25,38.5,29.625,83.375,28,40.375,47.75
47.625,32.75,16,57.875,38.625,29.25,83.375,27.875,40.875,48.125
47,33.5,16,56.25,37.5,28.875,81.875,27.75,40.625,48.5
46.875,34.375,16.25,56.5,37.75,28.125,80.5,27.125,39.5,47.75
47.25,34.375,16.25,54.875,40.5,28.25,81.75,28,39.25,48.125
47.625,34.375,16.25,57.25,41,28,82.5,27.625,37.75,48.75
49.125,33.375,16.25,56.75,41.375,27.75,82.25,27.875,38,49.25
48.875,32,15.75,55,41.125,27.625,80.75,26.875,37.375,50
48.875,32.5,15.5,55.75,40.625,28.5,80.75,26.875,38.875,49.125
47.75,31.125,15.25,54.125,40.75,28,81,26.25,39.625,47.75
47.375,32.625,15.25,53.5,41.5,27.875,81.125,26.875,39.5,47.375
47,33.5,15.375,55,42.75,27.75,80.5,27.5,39.75,47.875
46.875,33.5,15.75,55.5,43.125,28.25,80.875,27.625,39.875,47.625
46.625,33.25,15.875,55.125,42.75,27.625,82,27.75,40.75,47.625
46.5,33.375,15.875,55.625,43.375,28,82,27.75,40.5,46.5
47,35,16.25,55.625,44.125,28.875,81.25,27.625,39.625,45.625
47.25,35.25,16.125,56.75,47.25,28.25,80.75,27.75,39.375,44.75
46.75,35.25,15.75,57.5,49,27.375,80.125,27.25,39.75,44.25
46.625,35,16,55,50.125,27.25,78.25,27.625,39.5,44.625
47.5,36.875,15.75,55.25,50.375,27,79.125,27.875,39.625,45.125
47.75,37.5,15.75,56.875,46.75,23.75,80.25,27.875,39.625,46
47.625,37,15.125,55,47.25,23,79,27.375,39.125,45.625
46.125,36.5,15.625,55.125,48.75,23.625,79.25,27.625,39.125,45.875
45.875,37.25,15.875,54.5,47.75,24,80,27.5,39.25,45.75
45.75,37.625,16.125,54,48.75,24.5,79.25,27.25,39.625,46
45.5,39,17.5,54.5,48.25,24.375,80.75,27.625,40,46.25
45.875,38.375,17.5,54.875,47.25,24,81.25,27.125,40.75,45.75
46.625,39,17.75,54.25,48.25,23.375,81.375,26.75,40.625,45.375
47,39.5,16.875,55.375,48.75,23.5,81.25,26.625,40,45.125
47,40,16.5,56.375,48.75,22.75,80.875,26.375,40,44.75
47.125,40,17.375,56.5,49.125,22.875,81.125,25.875,39.875,45.25
48.125,39.625,16.625,57.25,49.75,22.5,82.125,27.125,40,45.5
47,38.5,16.125,55.875,51.375,22.5,80.25,26.25,39.75,45.375
47,39,16.25,56,50.125,22.75,81.625,26.75,39.625,45.5
46.75,39.125,15.75,56,49.375,22.125,81.625,26.25,40,44.625
46.125,38.875,15.75,56.375,49.25,22.25,80.875,26.375,39.5,44.375
46.625,38.875,15.75,57.5,49.5,22.75,81,26.75,39.375,44.125
46,39,15.625,57.75,50.75,22.75,81.875,27.625,39.875,43.875
46,39.25,16.125,59.25,51,23,81.5,27.375,39.75,43.625
46.25,39.625,15.875,57.375,50.75,22.625,82,27.375,40.125,44
46.75,39.625,16,56.875,49.625,22.75,82.375,27.125,40,43.875
46,38.875,16.375,57,50,22.5,81.625,26.125,39.875,44
46.375,39,16.5,57.625,49.875,22.625,81.625,26.875,40.125,43.375
46.75,39.25,16.75,59.25,51.375,22.75,82.125,27,39.875,44
46.875,38.75,16.75,59.75,51.25,23,82.375,27.25,40,44.125
48.375,38.125,17.375,60.125,51.375,23.625,83.25,27.75,41.125,44.375
48.875,38.375,17.75,59.5,52.875,24.625,84.75,28,42,46.875
48.375,39.75,17.625,59.125,54.375,25.125,85.125,27.75,43.25,46.875
48.25,39.875,17.625,58.375,56.375,25.25,85,27.75,43.25,47.375
48.125,39.875,17.125,57.75,55.125,25.125,85.25,27.625,42.5,47
47.75,39,17.5,57.875,53.5,25.875,84,27.5,42.75,45.25
48,39.25,17.375,56.375,52.5,26.5,81.75,26.75,41.5,45.75
47.75,38.875,17.75,56.25,53,26.25,81.125,26.375,41.625,45.25
48.125,38.875,17.875,56.375,53.875,27,80.875,26.375,41.75,45.75
47.875,38.5,17.25,56.5,53.75,27,80.875,26.375,41.375,45.625
48.375,38.25,17.625,56,54.5,26.375,82,26.5,41.375,45.875
49.375,38.75,17.75,56.75,54.25,26.25,82.625,26.875,41.25,46.375
49,39,17.75,57,54.625,25.875,83,26.375,41.875,45.875
49.5,40,17.75,56.5,53.75,25.75,82.125,26.875,41,45.875
48.5,40,17.625,56.5,53,25.5,81,27.125,41,45.75
48.75,41.25,17.625,56.5,51.375,25.25,80.25,27.125,41.5,45.5
46.875,41.625,17.5,56.875,51,25.75,80.5,27.125,42.5,45.375
45.625,41.625,17.5,55.625,50,25,79.625,26.875,41.375,44.875
45.75,40.25,17.5,55.25,50.25,25.25,80,27.125,42.25,44.75
45.375,40.875,18.125,55.625,52.625,25.875,80.25,27.125,41.5,44.625
45.5,40.75,17.75,55.875,52,25.5,80,27.75,42.375,44.875
45.75,41.875,17.875,55.875,50.375,25.375,80,27.875,42.125,44.5
46,42.75,18,56.375,52.625,25.5,79.75,27.625,42.375,44.375
45.75,42.5,17.875,56.625,53.375,25.375,80,27.75,42,45.25
45,42.125,17.5,56.5,53.75,24.75,79.375,27.5,41.75,45.5
44.625,42.25,17.625,56.5,54,24.75,80.125,27.75,42.25,45
44.25,42.875,18.375,56.5,54.5,25,79.5,27.5,42.125,44.625
44.375,41.75,18.25,56.125,54.5,25.375,79.75,26.875,42.5,43.625
45.125,42,17.75,56.375,55.625,26.125,80,26.875,42.125,44.125
45.5,42.25,17.875,56.625,57,27.125,81.75,26.75,42.25,45.375
45.625,43.75,18,57,58.5,27.125,84,26.875,44,45.75
45.625,44.125,17.875,56.875,59.5,27.25,82.875,26.75,43.5,45.375
45.625,43.75,18,57.25,58.625,27.625,84.25,27.25,43.25,46.5
45.25,44,18.375,57.25,59,28.625,83.5,27.125,44.25,46.75
44.875,44,18.5,58.75,59,29.875,84,27.25,44.625,48.875
43.75,44.375,18.75,59.875,57.25,29.75,84.25,27.375,44.375,48.375
43.25,44.5,19.25,59.375,55.625,29,84.375,27,44,48.25
43.75,44.125,19,59,53,28.375,84.25,26.875,44.5,48
43.875,44.5,19.125,57.5,50.875,29.375,83.5,26.625,44.5,47.75
44,44.5,19.125,58.5,51.5,29.75,84.25,26.75,45.125,48
43.625,43.375,19.125,57.375,54,29.75,83.5,26.125,45.125,48
44.375,43,19.375,57,55,29.875,82.875,26.25,45.5,47.5
46.5,44.625,19.75,57.25,57,30,85,26.625,45.25,47.125
46.375,45,19.75,57.625,57.125,29.75,84.75,27.125,45.625,46.625
45.25,44,19.5,56.75,56.375,29,84.75,27,44.75,47
45.5,44,19.5,56.75,54.25,29.125,84.875,27.125,44.875,46.375
45.5,43.625,19.5,55.625,54,29,84.375,27.5,44.375,45.25
46.25,43.5,19.375,57.625,53.625,29.5,84.125,27.5,44.25,45.625
46.5,43.75,19.5,56.625,53.75,29.375,83,27,44.5,45.875
46.75,44,19.625,56.625,53.25,29.25,82.875,26.25,44.875,45.875
46.375,44.125,19.75,56.75,52.75,29.25,84,26.25,45,45.75
46,44.125,19.75,57,53.375,29,84.625,26.875,45,45.875
46.25,44.25,20,56.875,52,29,84.375,26.875,44.125,46.125
46.75,44.25,19.625,57.375,50.5,29,85.5,26.375,43.375,45.875
47.5,44.625,19.625,57.5,50.625,29.375,85.75,26.25,43.25,46.375
46.25,44.25,19,57.875,48.75,29,86.5,26.125,43.25,45.875
45.375,44.25,18.125,57.125,51.25,30.125,87,25.625,42.5,43.875
45.875,46.75,19,58.625,55.5,30.5,87.25,25.5,42.75,44.625
48.25,44.125,19.375,57.5,54,30.375,85.875,26,42.75,48
48.625,42.375,19.125,57.75,51.125,29.875,85.375,26.625,43.875,48.375
48.625,42.375,19,58,53.25,30.125,84.625,26.75,44.125,48.875
48.75,41.75,19,55.75,51.125,29.25,83.5,26.5,43.625,48.5
49,40.125,18.875,54.5,51,28,83.375,26.375,42.875,48.125
50.125,41.5,18.875,53.625,54.5,27.75,83.625,26.25,43.375,48.25
50,41,18.375,53.25,55.25,27.875,82.125,26.5,43.5,47.75
49.75,42.5,18.375,52.75,55.625,28,82,26.375,43.375,47.875
49.625,42.5,18.5,52.875,56,27.5,80.25,26.375,43,47.625
50.5,42.375,18.625,52.375,56.125,27.625,80.125,26.375,43.5,47.25
52.125,42.125,19.125,53.125,57.75,27.375,81.25,26.375,43.25,47.25
52.375,42.25,19,54,59.75,27,81.25,26.625,43.625,46.75
51.75,42.25,19.125,53.625,57.875,26.375,81.375,26.875,43.25,46.125
51.125,41.875,18.875,52.625,56.125,26.375,80.875,26.375,42.375,45.5
50,41.125,19.125,51.75,54.125,26.875,81,26.75,42.125,45.125
49.875,41.125,19,52,54.75,24.375,80.375,27.125,42.375,45.5
48.625,40.75,19,51.5,55.5,22.875,80.75,26.625,42.375,46.125
49,39.625,19.375,52.25,55.125,22,81.5,26.875,42.875,46.75
49.375,40.5,19.5,51.875,55.875,21.75,81.5,26.75,42.375,47
49,41.125,19.75,53,57.625,21.625,81.875,26.875,42.375,47
50,40.75,19.75,53.125,58.625,22.5,80,26,42.25,46
49.75,40.875,19.875,52.75,57.625,23,77.75,26.625,42.375,45.625
49.75,41.75,20.125,52.75,57.125,23.125,78.375,26.5,41.75,45.25
50.25,45.625,19.75,52.5,59.125,24,79,26.75,42.25,45.625
50.875,49.5,19.75,52.5,59.5,24.75,80,26.625,42,45.375
50.625,48.75,20,53.25,62,24.5,79.5,26.5,42.375,44.625
50.375,46.25,19.375,52.25,61.875,23.5,78.625,26.625,41.875,44.375
50.75,46.375,19.625,50.875,64.625,23.25,77.625,26.5,40.75,45
50.625,46.625,19.625,50.875,64.625,23.25,75,26.25,41.25,44.125
50.125,47,19.875,50.75,62.75,22.875,74.5,25.25,40.625,43.875
49,47,19.5,49.5,60.875,22.75,75.625,25.5,40.5,43.375
