% The Computer Activity databases are a collection of computer systems
% activity measures. The data was collected from a Sun Sparcstation
% 20/712 with 128 Mbytes of memory running in a multi-user university
% department. Users would typically be doing a large variety of tasks
% ranging from accessing the internet, editing files or running very
% cpu-bound programs.  The data was collected continuously on two
% separate occasions. On both occassions, system activity was gathered
% every 5 seconds. The final dataset is taken from both occasions with
% equal numbers of observations coming from each collection epoch.
% 
% System measures used:
% 1. lread - Reads (transfers per second ) between system memory and user memory.
% 2. lwrite - writes (transfers per second) between system memory and user memory.
% 3. scall - Number of system calls of all types per second.
% 4. sread - Number of system read calls per second.
% 5. swrite - Number of system write calls per second . 
% 6. fork - Number of system fork calls per second. 
% 7. exec - Number of system exec calls per second. 
% 8. rchar - Number of characters transferred per second by system read calls.
% 9. wchar - Number of characters transfreed per second by system write calls. 
% 10. pgout - Number of page out requests per second.
% 11. ppgout - Number of pages, paged out per second. 
% 12. pgfree - Number of pages per second placed on the free list. 
% 13. pgscan - Number of pages checked if they can be freed per second.
% 14. atch - Number of page attaches (satisfying a page fault by reclaiming a page in memory) per second.
% 15. pgin - Number of page-in requests per second.
% 16. ppgin - Number of pages paged in per second.
% 17. pflt - Number of page faults caused by protection errors (copy-on-writes). 
% 18. vflt - Number of page faults caused by address translation. 
% 19. runqsz - Process run queue size.
% 20. freemem - Number of memory pages available to user processes.
% 21. freeswap - Number of disk blocks available for page swapping. 
% 22. usr - Portion of time (%) that cpus run in user mode.
% 23. sys - Portion of time (%) that cpus run in system mode.
% 24. wio - Portion of time (%) that cpus are idle waiting for block IO.
% 25. idle - Portion of time (%) that cpus are otherwise idle.
% 
% The two different regression tasks obtained from these databases are:
% 
% CompAct 
% Predict usr, the portion of time that cpus run in user mode from all attributes 1-21.
% 
% CompAct(s) 
% Predict usr using a restricted number (excluding the paging information (10-18)
% 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: DELVE repository of data. 
% Characteristics: 8192 cases, 22 continuous attributes

@relation cpu_act

@attribute lread numeric
@attribute lwrite numeric
@attribute scall numeric
@attribute sread numeric
@attribute swrite numeric
@attribute fork numeric
@attribute exec numeric
@attribute rchar numeric
@attribute wchar numeric
@attribute pgout numeric
@attribute ppgout numeric
@attribute pgfree numeric
@attribute pgscan numeric
@attribute atch numeric
@attribute pgin numeric
@attribute ppgin numeric
@attribute pflt numeric
@attribute vflt numeric
@attribute runqsz numeric
@attribute freemem numeric
@attribute freeswap numeric
@attribute usr numeric

@data
48, 0, 2778, 235, 111, 11.80, 34.00, 171649, 124322, 13.40, 26.20, 21.40, 0.00, 1.60, 10.20, 15.60, 413.40, 762.20, 4.7, 181, 1103187, 62
1, 0, 2163, 249, 147, 0.40, 0.20, 8970, 6914, 1.80, 1.80, 1.80, 0.00, 0.40, 0.40, 0.40, 16.37, 32.34, 3.2, 161, 1438344, 93
14, 19, 440, 28, 92, 1.20, 1.20, 53079, 609753, 68.60, 134.80, 134.80, 0.00, 0.00, 1.40, 2.00, 115.60, 98.60, 2.2, 283, 1783810, 80
15, 1, 3885, 287, 292, 3.19, 1.00, 198469, 81204, 5.38, 5.98, 15.34, 32.07, 2.19, 4.58, 5.18, 150.60, 272.11, 1.0, 194, 1049610, 81
17, 6, 4805, 565, 701, 9.00, 3.20, 418659, 75421, 6.20, 18.60, 29.80, 42.00, 1.20, 2.20, 2.60, 467.00, 695.40, 6.0, 333, 1439998, 68
86, 47, 2042, 284, 245, 1.60, 2.81, 530893, 179856, 0.00, 0.00, 0.00, 0.00, 0.00, 9.82, 18.64, 92.59, 190.38, 1.0, 1319, 1097717, 87
8, 6, 496, 72, 67, 0.80, 2.00, 58479, 49585, 7.00, 11.40, 10.00, 0.00, 1.60, 2.40, 5.20, 35.20, 39.40, 2.0, 207, 1719907, 93
139, 89, 1743, 253, 173, 1.60, 1.80, 360018, 101640, 0.80, 3.60, 3.60, 0.00, 27.00, 1.00, 5.20, 89.60, 236.80, 515, 83, 17, 0
1, 0, 3523, 214, 149, 0.40, 0.60, 253210, 121578, 8.58, 19.96, 25.55, 27.15, 2.00, 7.78, 9.58, 45.71, 147.31, 1.0, 228, 1112768, 86
28, 14, 3857, 294, 218, 3.00, 11.60, 215408, 170249, 8.00, 11.80, 15.60, 11.40, 5.40, 41.80, 49.80, 292.60, 472.00, 7.6, 277, 1313382, 79
36, 7, 2588, 295, 154, 4.00, 4.80, 488771, 61496, 0.00, 0.00, 0.00, 0.00, 0.00, 39.60, 63.40, 328.20, 649.80, 1.6, 2335, 951362, 71
1, 0, 1364, 54, 57, 1.20, 3.19, 57963, 21216, 0.60, 0.60, 0.60, 0.00, 0.20, 4.19, 6.59, 85.03, 154.69, 1.0, 219, 987281, 93
10, 9, 3305, 179, 161, 0.80, 1.20, 23778, 15635, 0.00, 0.00, 0.00, 0.00, 0.00, 6.20, 6.40, 65.00, 96.40, 2.4, 1140, 1458098, 89
4, 4, 2215, 208, 206, 1.00, 1.20, 225023, 60418, 7.00, 11.20, 9.00, 0.00, 4.20, 1.80, 1.80, 80.20, 118.80, 1.5, 318, 1101534, 88
30, 41, 1972, 156, 137, 0.40, 0.40, 108058, 183512, 7.80, 26.40, 44.80, 77.20, 0.80, 14.20, 24.20, 28.20, 62.40, 6.0, 141, 1053814, 88
7, 1, 2418, 161, 98, 1.40, 1.40, 71746, 51496, 0.00, 0.00, 0.00, 0.00, 0.00, 2.20, 2.20, 150.20, 117.80, 2.4, 1103, 1521163, 92
11, 1, 2230, 129, 101, 7.40, 22.60, 111719, 49997, 0.60, 0.60, 0.60, 0.00, 0.00, 3.40, 4.00, 279.20, 531.20, 2.2, 506, 1078693, 74
2, 2, 408, 66, 26, 0.40, 0.40, 412546, 18184, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.60, 30.86, 35.27, 3.0, 8132, 1867545, 96
6, 4, 1754, 183, 131, 1.00, 2.81, 78480, 20040, 0.40, 0.60, 0.60, 0.00, 0.00, 7.01, 7.41, 84.97, 112.63, 1.3, 250, 1125440, 91
16, 3, 2012, 154, 151, 2.20, 4.00, 104179, 108236, 0.00, 0.00, 0.00, 0.00, 0.00, 4.60, 9.80, 199.40, 196.20, 3.2, 1830, 1531176, 89
4, 0, 578, 43, 28, 1.40, 1.60, 102585, 53515, 0.00, 0.00, 0.00, 0.00, 0.00, 4.80, 8.80, 116.80, 154.20, 1.8, 1294, 1751954, 87
1, 0, 3064, 265, 410, 0.40, 2.00, 23293, 50002, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 24.40, 38.80, 3.0, 1765, 1699619, 91
7, 2, 2320, 158, 172, 1.00, 1.60, 16005, 104078, 0.00, 0.00, 0.00, 0.00, 0.20, 22.60, 22.80, 72.20, 148.00, 2.5, 1665, 1072854, 91
43, 59, 3504, 140, 138, 0.20, 0.20, 31397, 92240, 0.00, 0.00, 0.00, 0.00, 0.00, 1.20, 1.60, 20.40, 26.80, 2.4, 2601, 1645296, 93
3, 0, 4364, 172, 182, 0.40, 0.40, 116745, 177014, 2.40, 15.80, 35.60, 333.80, 0.20, 2.20, 2.20, 39.00, 78.40, 3.4, 159, 1619979, 87
12, 1, 4607, 387, 288, 11.80, 34.40, 199059, 40730, 9.00, 32.00, 43.00, 54.80, 2.00, 13.40, 16.60, 386.00, 737.00, 1.6, 158, 1077451, 60
8, 0, 3540, 382, 347, 7.39, 2.00, 187167, 18673, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 347.90, 500.60, 2.8, 8310, 1860712, 80
7, 1, 3220, 157, 111, 6.41, 18.04, 170836, 67909, 8.42, 17.43, 31.06, 53.51, 1.40, 23.05, 41.28, 231.06, 464.93, 2.2, 219, 1078485, 71
8, 0, 1646, 162, 129, 1.20, 1.20, 29000, 67970, 4.41, 7.82, 7.62, 0.00, 0.40, 6.81, 9.02, 246.09, 123.45, 1.7, 200, 1073063, 90
24, 0, 6552, 523, 336, 9.40, 16.20, 1159856, 57651, 1.80, 20.80, 105.40, 241.80, 7.20, 38.00, 57.00, 361.20, 855.00, 3.2, 281, 1092915, 58
13, 4, 2682, 229, 241, 1.20, 2.60, 203604, 428823, 6.80, 13.00, 14.60, 10.00, 1.20, 21.60, 36.20, 85.60, 171.00, 3.4, 355, 1374622, 82
14, 2, 5636, 651, 529, 5.80, 2.80, 521404, 278252, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 42.20, 356.80, 548.00, 4.6, 1445, 1038379, 66
70, 61, 5313, 469, 331, 2.99, 3.19, 274212, 274987, 6.19, 13.17, 31.34, 57.88, 1.00, 4.19, 10.98, 123.55, 235.33, 4.2, 137, 1330298, 80
2, 0, 1301, 213, 270, 0.00, 0.00, 843248, 718848, 0.00, 0.00, 0.00, 0.00, 4.61, 33.87, 45.89, 9.22, 143.49, 778, 88, 10, 0
26, 37, 1021, 55, 42, 0.80, 2.60, 22395, 5741, 1.20, 1.40, 1.40, 0.00, 1.00, 5.20, 5.80, 75.40, 108.40, 3.2, 190, 1442749, 95
0, 0, 134, 10, 8, 0.20, 0.20, 1856, 3830, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.0, 7226, 1847216, 97
0, 0, 3180, 235, 166, 0.60, 0.60, 218260, 101942, 0.00, 0.00, 0.00, 0.00, 0.60, 2.00, 2.00, 112.20, 73.20, 2.6, 1730, 1413717, 91
18, 13, 1224, 88, 77, 2.99, 2.99, 51124, 23822, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.60, 161.28, 267.86, 1.0, 1053, 1090694, 90
20, 5, 3424, 638, 278, 5.20, 2.80, 836291, 568945, 0.00, 0.00, 0.00, 0.00, 0.00, 2.20, 2.60, 224.80, 453.40, 841, 82, 18, 0
2, 0, 2224, 249, 186, 1.00, 2.99, 203563, 49821, 0.00, 0.00, 0.00, 0.00, 5.39, 3.99, 5.19, 87.23, 121.76, 2.2, 339, 1016750, 88
5, 3, 4509, 291, 182, 1.00, 1.60, 138031, 108618, 0.60, 0.60, 3.00, 8.00, 3.60, 0.60, 1.00, 90.60, 125.60, 1.0, 149, 1127822, 84
1, 0, 2332, 146, 144, 0.20, 0.20, 12285, 64453, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 21.20, 53.80, 1.0, 731, 1061085, 93
12, 4, 4961, 165, 141, 1.00, 1.00, 125039, 50388, 0.00, 0.00, 0.00, 0.00, 0.00, 12.60, 15.60, 70.80, 142.60, 3.2, 831, 1529981, 89
13, 6, 2243, 161, 116, 1.60, 3.39, 194591, 52749, 10.78, 31.34, 48.50, 109.58, 3.79, 43.91, 44.91, 164.07, 224.75, 2.5, 141, 1105448, 85
3, 1, 667, 55, 91, 2.00, 3.00, 56315, 138603, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 2.20, 164.20, 169.60, 1.0, 5601, 1841586, 89
0, 0, 2140, 80, 77, 0.40, 1.00, 2306, 9377, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 28.60, 33.20, 1.2, 1665, 1708704, 95
35, 34, 2719, 373, 279, 7.60, 3.60, 333360, 10367, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.80, 416.40, 680.40, 2.8, 437, 1728880, 76
6, 1, 3196, 299, 300, 3.20, 1.00, 258950, 352656, 0.00, 0.00, 0.00, 0.00, 0.00, 12.60, 20.80, 159.40, 261.00, 2.6, 399, 1382054, 82
2, 0, 2306, 184, 135, 0.40, 0.60, 56480, 71830, 0.00, 0.00, 0.00, 0.00, 0.00, 6.59, 11.78, 34.53, 55.89, 1.0, 1172, 1097932, 88
0, 0, 823, 64, 125, 0.40, 0.40, 95754, 20225, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 32.00, 44.80, 3.2, 1298, 1713150, 94
10, 1, 4046, 500, 389, 7.40, 2.40, 618922, 61134, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 1.00, 365.80, 524.20, 3.4, 8098, 1834163, 77
11, 3, 1012, 122, 85, 0.60, 0.80, 194793, 28034, 5.60, 5.60, 5.60, 0.00, 1.40, 5.40, 7.20, 52.60, 90.20, 1.7, 212, 1026517, 93
1, 1, 181, 14, 13, 0.20, 0.20, 7597, 2540, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 17.17, 23.35, 2.0, 9908, 1866879, 98
0, 0, 2296, 103, 67, 0.40, 0.60, 77486, 18974, 1.60, 3.79, 18.96, 48.50, 0.80, 10.18, 17.37, 37.92, 94.21, 1.2, 165, 1011243, 92
0, 0, 821, 43, 20, 0.20, 0.20, 3187, 14115, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 17.00, 1.0, 1722, 1780144, 98
4, 4, 1901, 213, 103, 0.40, 0.80, 616593, 504045, 0.00, 0.00, 0.00, 0.00, 0.00, 5.39, 10.18, 41.32, 79.64, 4.6, 3058, 1032533, 90
16, 5, 2158, 156, 107, 1.20, 3.40, 161619, 65233, 0.00, 0.00, 0.00, 0.00, 0.00, 10.60, 14.60, 67.60, 283.60, 5.4, 1441, 1313944, 88
70, 92, 4371, 237, 203, 1.20, 1.00, 205153, 71432, 24.40, 45.40, 77.40, 163.80, 10.60, 3.80, 6.40, 65.40, 146.00, 1.0, 131, 1003590, 83
40, 54, 3383, 318, 150, 1.00, 0.80, 284086, 43582, 0.00, 0.00, 0.00, 0.00, 0.00, 15.57, 37.72, 47.31, 80.24, 4.8, 764, 1106066, 86
3, 2, 1494, 165, 118, 1.00, 2.60, 19279, 19156, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 108.20, 141.80, 1.0, 2094, 1072672, 91
1, 1, 1996, 218, 112, 0.40, 0.40, 195971, 60009, 13.35, 84.66, 127.69, 201.99, 1.99, 52.99, 67.33, 33.67, 159.36, 2.0, 155, 1095359, 88
14, 0, 4895, 693, 480, 10.00, 14.60, 323747, 109589, 6.40, 16.00, 51.20, 106.40, 1.20, 14.40, 19.20, 428.60, 763.40, 1.5, 136, 1091562, 62
12, 4, 3825, 352, 315, 6.00, 2.00, 173914, 35915, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 297.60, 441.00, 3.8, 2002, 1719354, 81
20, 4, 2472, 268, 316, 1.80, 2.00, 532635, 766797, 18.16, 89.62, 211.38, 592.22, 1.80, 53.29, 104.99, 100.40, 259.48, 1.0, 139, 1024303, 73
22, 17, 1556, 524, 175, 0.60, 1.60, 665917, 637838, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 57.00, 171.80, 1.7, 609, 1045942, 91
4, 2, 2483, 268, 162, 0.40, 0.40, 561018, 286158, 0.00, 0.00, 0.00, 0.00, 0.00, 2.40, 4.80, 66.00, 45.20, 4.8, 2622, 1562976, 90
3, 1, 595, 75, 39, 2.40, 2.40, 226201, 34972, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 2.79, 207.39, 245.31, 1.8, 11125, 1868394, 86
2, 1, 1956, 121, 108, 1.20, 3.60, 104453, 27160, 0.00, 0.00, 0.00, 0.00, 0.20, 1.80, 2.00, 85.00, 197.40, 1.4, 890, 1094987, 88
4, 0, 5359, 331, 195, 4.41, 4.61, 212339, 22073, 4.01, 5.21, 9.82, 13.83, 1.60, 30.26, 43.09, 153.31, 392.99, 1.2, 196, 999274, 76
2, 1, 217, 15, 17, 0.20, 0.20, 25964, 10572, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 3.21, 20.24, 17.23, 1.2, 8094, 1866180, 98
0, 0, 1270, 105, 69, 0.40, 0.40, 106063, 26040, 15.83, 37.27, 64.33, 215.63, 0.00, 13.63, 22.44, 33.47, 97.80, 1.2, 142, 1014038, 92
3, 0, 677, 95, 48, 3.20, 3.20, 385542, 261097, 0.00, 0.00, 0.00, 0.00, 44.80, 7.60, 13.60, 304.40, 345.60, 2.6, 3915, 1810822, 80
12, 12, 1487, 217, 67, 0.40, 0.40, 163884, 143946, 0.00, 0.00, 0.00, 0.00, 0.00, 3.40, 4.60, 26.20, 38.00, 3.8, 668, 1742373, 94
2, 2, 3370, 194, 183, 0.20, 0.20, 497987, 355650, 17.17, 46.31, 144.51, 202.99, 6.39, 37.72, 70.46, 16.17, 33.13, 1.0, 108, 1123297, 78
17, 25, 189, 20, 17, 0.20, 0.20, 9763, 5724, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 15.60, 17.00, 1.0, 8739, 1834968, 97
26, 38, 370, 69, 21, 0.20, 0.20, 339921, 6853, 0.80, 0.80, 0.80, 0.00, 3.40, 0.00, 0.00, 15.60, 29.80, 1.4, 136, 1749590, 95
0, 0, 1665, 117, 80, 0.40, 0.80, 4611, 45409, 0.00, 0.00, 0.00, 0.00, 0.00, 1.40, 2.20, 35.40, 47.60, 2.6, 433, 1754104, 86
32, 44, 4496, 572, 466, 0.20, 0.20, 35864, 43328, 0.40, 0.40, 0.40, 0.00, 0.00, 2.81, 3.81, 18.84, 66.73, 1.0, 203, 1016794, 86
23, 13, 2766, 146, 118, 1.40, 1.40, 167712, 54865, 0.00, 0.00, 0.00, 0.00, 0.00, 4.60, 5.80, 81.60, 218.40, 2.8, 8013, 1385042, 89
66, 59, 5976, 1045, 991, 4.99, 3.99, 1104612, 829940, 0.00, 0.00, 0.00, 0.00, 0.60, 48.90, 49.50, 298.60, 468.06, 1.0, 715, 1115499, 64
2, 1, 262, 30, 20, 1.00, 1.00, 63371, 26554, 0.00, 0.00, 0.00, 0.00, 0.00, 1.40, 2.80, 81.60, 75.40, 1.0, 8697, 1834794, 95
35, 45, 1346, 102, 26, 1.40, 6.60, 34154, 22581, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 72.80, 106.40, 1.2, 6841, 1826680, 92
64, 39, 4298, 575, 343, 15.80, 11.60, 463509, 143596, 4.60, 9.60, 9.00, 2.40, 6.20, 5.00, 6.80, 651.20, 1108.00, 1.8, 374, 1043554, 61
6, 2, 1336, 137, 76, 3.00, 3.80, 83576, 66955, 0.00, 0.00, 0.00, 0.00, 0.20, 17.80, 18.00, 155.40, 260.20, 2.3, 2708, 1014373, 89
35, 29, 1418, 178, 129, 1.40, 6.40, 511310, 474767, 7.60, 12.00, 11.80, 0.00, 2.20, 6.60, 11.80, 43.60, 86.80, 205, 90, 10, 0
47, 66, 2379, 174, 103, 0.20, 0.20, 316190, 53327, 0.80, 0.80, 0.80, 0.00, 8.40, 1.20, 1.20, 21.60, 96.40, 1.5, 163, 1114024, 89
1, 0, 2550, 251, 144, 0.60, 2.00, 348880, 40837, 3.61, 13.23, 106.41, 216.03, 0.80, 47.29, 92.59, 55.71, 116.23, 3.8, 184, 1105180, 83
6, 2, 2649, 257, 199, 2.20, 7.58, 72918, 39879, 0.80, 1.00, 1.00, 0.00, 0.40, 40.72, 42.12, 114.77, 243.71, 2.0, 331, 1095416, 84
1, 0, 1275, 51, 54, 0.20, 0.40, 2600, 15749, 1.00, 1.20, 1.20, 0.00, 0.40, 0.00, 0.00, 26.20, 31.40, 1.2, 236, 1747384, 97
35, 44, 2500, 76, 65, 1.20, 1.60, 10740, 14939, 0.80, 0.80, 0.80, 0.00, 0.20, 0.80, 0.80, 96.60, 124.80, 144, 91, 8, 0
13, 19, 162, 16, 23, 0.20, 0.20, 6777, 13697, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.63, 16.83, 1.0, 8366, 1868345, 98
0, 0, 963, 47, 60, 0.20, 0.20, 3269, 38455, 1.20, 1.60, 1.60, 0.00, 0.00, 0.60, 0.60, 15.40, 17.00, 1.0, 167, 1750968, 95
4, 0, 2505, 108, 116, 0.40, 0.60, 100645, 67034, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 2.20, 31.00, 49.60, 1.4, 596, 1058706, 92
1, 0, 1660, 64, 68, 0.40, 0.60, 33268, 84585, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 29.66, 48.50, 1.0, 1270, 1062068, 94
13, 11, 709, 126, 58, 0.20, 0.20, 356875, 135170, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 16.20, 18.20, 3.8, 1392, 1756062, 95
7, 0, 6386, 990, 892, 6.40, 5.60, 738732, 562838, 8.60, 28.60, 54.40, 118.40, 1.20, 9.40, 11.80, 353.80, 519.60, 1.0, 285, 1103182, 62
19, 27, 2061, 90, 106, 0.20, 0.20, 88071, 10311, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 22.40, 17.20, 2.2, 690, 1726904, 95
148, 1, 3940, 305, 251, 3.20, 1.00, 82286, 71429, 5.60, 9.60, 7.20, 0.00, 0.20, 141.20, 142.40, 151.00, 236.20, 1.5, 252, 1084762, 75
1, 0, 1283, 125, 445, 0.20, 0.20, 17782, 52520, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 0.80, 20.20, 26.20, 2.4, 829, 1704290, 92
1, 1, 158, 14, 13, 0.20, 0.20, 7637, 5958, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.0, 7222, 1847120, 98
51, 68, 2562, 195, 162, 2.40, 2.40, 379087, 50798, 0.00, 0.00, 0.00, 0.00, 0.00, 5.00, 8.00, 171.60, 337.40, 4.8, 3418, 1425371, 81
5, 0, 2183, 370, 340, 0.40, 1.80, 113768, 19844, 0.80, 0.80, 0.80, 0.00, 1.60, 3.00, 15.80, 37.40, 52.60, 1.6, 364, 1086010, 83
10, 1, 1849, 166, 171, 3.18, 3.18, 98036, 38009, 0.00, 0.00, 0.00, 0.00, 0.00, 1.39, 1.59, 182.90, 250.89, 1.0, 418, 1085931, 87
670, 3, 4831, 181, 118, 3.60, 4.80, 152348, 36710, 0.00, 0.00, 0.00, 0.00, 0.00, 24.00, 24.60, 153.20, 268.80, 1.4, 2645, 1712398, 77
4, 2, 4287, 267, 264, 1.00, 2.59, 450609, 441354, 0.40, 0.60, 0.60, 0.00, 0.40, 26.35, 49.90, 90.02, 209.18, 2.2, 706, 1244394, 78
41, 0, 4887, 292, 133, 9.20, 27.40, 606890, 39021, 5.20, 30.60, 78.80, 195.00, 0.60, 67.80, 74.60, 343.60, 903.40, 2.7, 129, 1095571, 63
3, 1, 2298, 238, 235, 0.60, 0.80, 111211, 392803, 2.60, 10.00, 16.20, 20.00, 0.60, 13.00, 25.60, 60.20, 78.00, 2.0, 141, 1375952, 86
1, 1, 1063, 83, 60, 1.00, 0.80, 186842, 16328, 1.60, 2.20, 2.20, 0.00, 1.80, 0.40, 0.40, 63.93, 118.04, 1.0, 258, 1016519, 95
13, 8, 876, 83, 62, 0.80, 0.60, 40199, 21695, 0.00, 0.00, 0.00, 0.00, 0.00, 13.17, 26.95, 64.87, 121.16, 2.4, 749, 971332, 92
4, 4, 2113, 101, 153, 0.40, 0.60, 8068, 356041, 9.40, 10.60, 10.60, 0.00, 8.60, 0.20, 0.20, 32.80, 49.80, 2.2, 294, 1391992, 92
7, 0, 2080, 92, 84, 6.00, 17.20, 123799, 38864, 0.00, 0.00, 0.00, 0.00, 0.00, 6.60, 7.60, 203.20, 361.60, 1.0, 420, 1082914, 80
0, 0, 2123, 343, 106, 0.80, 1.20, 518845, 579056, 8.20, 13.80, 13.80, 0.00, 3.80, 8.00, 8.00, 33.20, 87.80, 7.2, 288, 976629, 90
14, 13, 1844, 180, 97, 1.60, 3.21, 43391, 31850, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.60, 125.85, 228.66, 1.0, 1318, 1087683, 89
1, 1, 971, 43, 51, 0.20, 0.20, 103245, 183485, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 15.60, 17.00, 1.4, 4633, 1827176, 97
4, 2, 1806, 97, 69, 0.60, 5.40, 4959, 7334, 0.00, 0.00, 0.00, 0.00, 0.00, 3.00, 3.60, 61.80, 72.60, 2.2, 474, 1383408, 93
71, 34, 4680, 605, 425, 6.20, 1.80, 413769, 77475, 0.40, 0.40, 0.40, 0.00, 0.20, 12.20, 12.20, 311.20, 491.40, 4.5, 482, 983392, 75
43, 49, 4750, 969, 331, 6.60, 4.40, 522328, 362630, 48.00, 95.20, 104.40, 26.20, 1.20, 12.80, 14.80, 347.00, 540.40, 2.8, 214, 1375587, 65
13, 9, 2548, 188, 118, 0.60, 1.00, 136256, 21993, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 1.20, 52.40, 136.40, 1.8, 1053, 973027, 89
1, 1, 1028, 49, 48, 0.20, 0.20, 93613, 102306, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.80, 16.80, 1.2, 8439, 1837168, 93
0, 0, 895, 113, 43, 0.20, 0.20, 254795, 6673, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 20.80, 19.20, 1.2, 5977, 1863736, 96
2, 0, 1294, 90, 58, 0.60, 1.00, 317298, 49078, 0.00, 0.00, 0.00, 0.00, 0.00, 9.80, 18.40, 57.20, 113.20, 2.6, 3725, 1770955, 86
1, 0, 2574, 104, 101, 0.80, 0.60, 12772, 71645, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 34.00, 41.55, 2.0, 622, 1635033, 95
76, 105, 3310, 229, 182, 0.20, 0.20, 104204, 111076, 6.00, 8.60, 12.40, 13.00, 2.00, 4.60, 6.00, 17.60, 55.80, 136, 84, 15, 0
3, 1, 1057, 134, 43, 0.20, 0.20, 27113, 13876, 0.00, 0.00, 0.00, 0.00, 0.00, 1.40, 1.60, 18.40, 25.60, 1.6, 495, 1732306, 95
7, 1, 4364, 331, 155, 1.80, 4.00, 73616, 39495, 1.20, 3.60, 11.80, 16.60, 0.40, 6.60, 6.60, 91.60, 188.40, 1.5, 155, 1066408, 84
50, 0, 5031, 397, 239, 14.20, 34.80, 150140, 25263, 2.00, 7.40, 13.40, 20.40, 0.80, 17.80, 20.60, 545.20, 999.80, 1.0, 187, 1105467, 55
4, 0, 2989, 191, 144, 0.80, 0.60, 72422, 64404, 8.00, 15.60, 15.40, 5.80, 3.40, 4.20, 5.60, 39.40, 76.60, 1.0, 231, 1751608, 90
1, 1, 298, 16, 32, 0.20, 0.20, 8934, 128171, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 16.00, 17.60, 1.0, 6876, 1852733, 97
1, 0, 2399, 197, 150, 0.40, 0.60, 255688, 50220, 0.00, 0.00, 0.00, 0.00, 0.80, 4.99, 8.38, 30.54, 47.50, 3.8, 418, 1052332, 91
21, 17, 1662, 274, 218, 5.20, 3.20, 379341, 50010, 0.00, 0.00, 0.00, 0.00, 2.80, 0.40, 0.40, 231.00, 346.00, 2.8, 1714, 1748792, 86
84, 47, 2579, 355, 292, 2.00, 2.00, 289199, 192469, 0.00, 0.00, 0.00, 0.00, 0.20, 78.84, 96.21, 118.36, 333.33, 1.0, 998, 1093544, 79
2, 0, 954, 85, 95, 0.20, 0.20, 36587, 95983, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 15.40, 51.80, 2.4, 1586, 1538088, 97
11, 1, 3102, 522, 258, 1.60, 1.20, 146669, 55686, 3.41, 20.24, 121.84, 190.98, 0.40, 37.27, 48.10, 115.63, 297.60, 1.0, 132, 1089326, 80
6, 2, 194, 14, 22, 0.20, 0.20, 7185, 13113, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 16.00, 17.00, 1.0, 7229, 1864853, 98
52, 1, 5644, 436, 203, 13.97, 29.54, 391968, 28302, 3.99, 16.17, 48.30, 110.78, 2.79, 33.93, 39.52, 600.40, 1138.72, 2.8, 193, 1102157, 49
